year,country_code,employers,vulnerable_emp,child_emp,part_time,labor_force_fem,labor_force_total,unemp
1998,IRN,4.14130806238016,43.14088854140686,,,13.444995170657116,17783993.0,
1998,IRQ,1.79489056202531,35.36877858807193,,,11.206731490729194,5410748.0,
1998,ISL,4.92333587565421,11.997343713015807,,34.4,46.52706062344617,156870.0,3.069
1998,ISR,4.18478084984736,7.628633174755573,,,43.64190182760311,2570580.0,10.749
1998,ITA,7.92743205315195,20.65805196574433,,19.61,37.7004847460997,23186365.0,12.117
1998,JAM,2.81314532933404,37.83589829843294,,,45.14644730177352,1149014.0,15.5
1998,JOR,5.54799027320841,9.888427978829924,,,13.751720341315718,1217055.0,
1998,JPN,3.00416331726215,13.90876160243117,,,40.41701254929768,68189075.0,4.078
1998,KAZ,0.823549931339109,41.58833428254314,,,49.27036266805283,7860549.0,13.13
1998,KEN,7.62836014115573,59.232782207503405,,,49.23351382348448,11139666.0,
1998,KGZ,1.51567149379505,38.395391680237296,8.6,,46.99512825006886,2236568.0,
1998,KOR,6.68784615465643,30.46026598991538,,,38.78684278390479,21862558.0,6.963
1998,LAO,0.403001288825378,87.41534608882941,,,47.409514533980015,1839964.0,
1998,LBN,4.07155828999723,32.83181430363415,,,22.59919981479005,1226716.0,
1998,LBR,1.95941908452698,78.0631375166423,,,47.37067400322113,1170395.0,
1998,LCA,6.41584158415842,27.20198019801978,,,41.50184742447294,64414.0,21.6
1998,LKA,1.85950439140243,42.505277139549904,,,35.51739429805844,7899169.0,9.17
1998,LSO,4.95038619059399,35.557708694098565,,,48.21780954943242,866041.0,
1998,LTU,1.4581225445575,18.10528666709533,,17.07,47.4482716753457,1713133.0,13.711
1998,LUX,3.46740477376168,6.012368698391373,,18.58,37.931305951684735,177832.0,2.763
1998,LVA,3.28949238145891,15.391361187461172,,17.33,48.16432860510857,1151595.0,14.454
1998,MAR,2.12253730251985,47.192702648503,,,24.410367546921748,9206498.0,19.12
1998,MDA,0.548563478803858,31.114878650848325,,,51.39342461963828,1315787.0,
1998,MDG,1.96411738884837,82.197435390722,,,48.81519089970065,7291892.0,
1998,MDV,3.9981443726881,31.2795282800044,,,29.639742587357915,83135.0,
1998,MEX,4.4325444644363,34.4193822626466,,,33.8458106383604,37465529.0,3.733
1998,MKD,3.52266648275759,19.042044969496587,,,40.140272614622056,807000.0,34.5
1998,MLI,0.43484873108859,84.8517627786981,,,42.81498133216971,4079210.0,
1998,MLT,3.64342984712977,9.45739916418235,,,30.16726287050973,153471.0,5.1
1998,MMR,3.70411179854549,81.0187905510394,,,43.08243148380264,20259662.0,
1998,MNE,2.94680946272486,13.79791772321828,,,44.98050724574762,230342.0,
1998,MNG,1.15537367707429,56.91495657534069,,,46.25161978372304,872030.0,
1998,MOZ,3.3098058286328,88.8373829136435,,,54.64841241402996,8059784.0,
1998,MRT,2.38329234009561,57.821210879880695,,,30.381036935752142,631881.0,
1998,MUS,2.18681543421105,17.38488752827868,,,32.37518642491681,507577.0,
1998,MWI,1.02722225260465,63.8225057848632,,,50.349521910958416,4693268.0,
1998,MYS,3.26352825625421,26.41048709282217,,,35.54817153262531,8950857.0,3.2
1998,NAM,5.13558126478534,29.6313801889645,,,46.016413803540026,541861.0,
1998,NER,0.787633005130323,88.964575717616,,,43.71773365323995,4488810.0,
1998,NGA,16.4203409453838,73.2538801274591,,,47.15037603042671,56197713.0,
1998,NIC,5.40930547134025,41.8943449095533,,,29.82810973859783,1693406.0,
1998,NLD,1.93576884131364,9.728275571310885,,48.18,43.78707509912595,8622364.0,4.394
1998,NOR,0.917627537691232,7.608495632594384,,48.91,46.30800951270243,2320266.0,3.737
1998,NPL,0.763110995371694,83.938854943759,,,25.27279223527289,5765560.0,
1998,PAK,0.851204470877347,63.900710526627805,,,14.73264293918696,41078081.0,5.7
1998,PAN,3.95973613452158,29.59488826408995,,,35.23841086288096,1216031.0,14.02
1998,PER,5.52229608454999,56.664943452748005,,41.34,41.43125992779293,11039085.0,4.972
1998,PHL,5.15796540081975,44.9384463000195,,,39.1423846865766,27847777.0,10.254
1998,PNG,2.76004025164678,79.3190978895633,,,47.18534054650415,2226113.0,
1998,POL,4.45458451010677,23.00084147515453,,17.69,45.543724603633024,17356075.0,9.935
1998,PRT,8.47299621145005,20.74632078438044,,24.58,44.90692660013762,5119669.0,4.64
1998,PRY,5.97511761652209,47.57935969224718,,48.03,37.32676342044349,2057663.0,4.417
1998,PSE,4.91995826284574,29.6417560925866,,,15.376996560415536,574488.0,
1998,QAT,0.537809831343737,0.7591782085757042,,,15.61555448978909,358636.0,
1998,ROU,1.20951617959525,40.83931868055311,,23.31,43.56230860852246,9217691.0,5.63
1998,RUS,1.15626647297784,2.943690801741054,,,47.61185930131763,69132673.0,13.261
1998,RWA,1.03071097112252,50.3801377022586,,,45.23941534868926,2606203.0,
1998,SDN,6.86009051155898,59.332355216062496,,,27.97625315419764,7331500.0,
1998,SEN,0.479816995736413,68.8896982414145,,,33.41004131685944,2674211.0,
1998,SLB,0.888951307939183,74.6677485968718,,,47.18347489325755,196501.0,
1998,SLE,2.29184653094801,89.0852845477969,,,51.3674878398242,1562683.0,
1998,SLV,6.16684335759889,37.11956086413647,,,38.49654615147909,2284553.0,7.1
1998,SRB,4.29517357147873,34.7258241767214,,,44.09586438493604,3457551.0,13.7
1998,SSD,2.76884786892046,82.680084825367,,,50.55586537300994,2270154.0,
1998,STP,9.46531791907514,39.66763005780352,,,46.44366560148438,19402.0,
1998,SUR,0.656434249158571,17.15640640043286,,,34.69934863611798,140628.0,10.63
1998,SVK,2.32412208825407,6.714135529529884,,14.12,45.2518234422667,2518451.0,12.421
1998,SVN,3.70790410137666,15.33838969953305,,24.84,46.31476202059845,982501.0,7.4
1998,SWE,3.31159366160221,8.109941046846041,,55.06,47.14231121878444,4469486.0,8.941
1998,SWZ,2.09479348133909,35.70502973559777,,,43.347669187799696,303435.0,
1998,SYR,8.33193387846005,43.6045392790345,,,16.579754560270878,4493812.0,
1998,TCD,0.302464446976411,94.3287124952526,,,45.07539947969541,2864476.0,
1998,TGO,1.0903108596268,85.0971424326624,,,47.43978222443939,1623690.0,
1998,THA,2.56705382641629,60.9372074562493,,,45.39313306045643,34215184.0,3.404
1998,TJK,6.27970289345494,29.821468822844203,,,36.62430792752769,1554028.0,3.2
1998,TKM,2.82923247776026,38.36118159436588,,,51.61936617339009,1479900.0,
1998,TLS,19.1820397926587,66.5062240215341,,,44.73264634582315,383219.0,
1998,TON,13.1422252466825,41.99274129522518,,,38.33063875263749,36493.0,
1998,TTO,4.24404013828367,17.98979707693698,,,39.19501950648508,595443.0,14.21
1998,TUN,3.48523355869125,22.558156650212847,,,24.256784045111925,3166879.0,
1998,TUR,5.04769468149159,46.7736804248232,,,27.70143178381938,23094059.0,6.888
1998,TZA,1.25716012122489,88.9565140630922,,,49.54087813445668,15495668.0,
1998,UGA,3.15190444466205,80.51824997736949,,,49.685899195500376,8397145.0,
1998,UKR,1.24530957016926,19.08123628819709,,,50.141194233493394,23487149.0,11.32
1998,URY,4.46426920382823,22.58400230184834,,,42.13010047593156,1491601.0,9.362
1998,USA,3.57241637958745,4.372254489972188,,30.6,45.057108503011015,143097780.0,4.511
1998,UZB,12.2675777119701,41.3198499824023,,,39.42844913586894,9261153.0,
1998,VEN,5.04390326555235,34.574269382909364,,,38.40326545227634,9897312.0,
1998,VNM,0.0428319629626467,78.7401210838637,,,49.58713525879486,37750499.0,2.29
1998,VUT,1.902964424073,75.19192836566431,,,45.02128989413649,76797.0,
1998,WSM,2.71674813480834,49.2341994683132,,,36.56005919592206,60815.0,
1998,YEM,6.2725380491778,43.8263977982315,,,22.663032062289872,4213205.0,
1998,ZAF,5.54580130980991,11.13591709574587,,,44.88655652774251,18227404.0,25.0
1998,ZMB,0.442820956382059,80.1659227109847,,,45.5595957618949,2942919.0,12.0
1998,ZWE,0.319117112593813,70.7541583507015,,,49.5908052588634,4353184.0,
1999,AGO,1.61841492011244,73.792110284158,,,50.354828550403816,6585434.0,
1999,ALB,3.75551454351899,61.8790124260272,,,42.47120132686409,1324627.0,18.4
1999,ARE,2.67137332595498,0.2256529064642891,,,12.06690969988676,1901249.0,
1999,ARG,4.49473118253767,23.07010583933728,,,41.77036447502832,16485080.0,14.05
1999,ARM,0.495431410653965,68.15593311556535,,,48.77642362925159,1414501.0,11.2
1999,AUS,5.81912353062511,10.486570142628636,,39.35,43.36027231184904,9358682.0,6.876
1999,AUT,6.18296927968195,11.18487936670124,,23.81,43.73490459328758,3874937.0,4.699
1999,AZE,10.0554103692466,58.91413341092,,,50.79580493689368,4257576.0,16.25
1999,BDI,0.574748961317697,87.1043509311024,,,51.99985543702456,2711621.0,14.0
1999,BEL,3.60249760871782,13.667784561325927,,38.0,42.91828486465512,4368285.0,8.649
1999,BEN,1.15838957556323,89.8224857307851,,,45.08051513909618,2737746.0,
1999,BFA,3.4016531346826,77.5494884241298,,,46.696499318317706,4833630.0,
1999,BGD,0.279226810573581,66.4594984344338,,,23.889991612740296,47640113.0,
1999,BGR,5.1219253094118,11.64562704030064,,,46.05519441205877,3468612.0,14.1
1999,BIH,2.0523674741845,22.13751415990787,,,41.59353197300932,1692881.0,
1999,BLR,0.51651899168899,4.125885838987885,,,48.65728366143832,4752493.0,2.1
1999,BLZ,7.38208302580457,25.47452269214166,,,32.957469534398214,82388.0,12.84
1999,BOL,3.25905480493589,64.6217339862897,,30.61,41.83834849735822,3669870.0,3.93
1999,BRA,4.39016158323729,33.096647026707544,,,39.32884373807451,78290799.0,11.125
1999,BTN,0.124013436157719,73.6533044242409,,,39.8554538829055,246980.0,1.4
1999,BWA,3.05568027813364,18.41234794715788,,,43.05730274447593,593811.0,
1999,CAF,1.03116415173407,93.593386795798,,,45.03937359997073,1475862.0,
1999,CAN,5.75218159229791,11.19911612289246,,36.84,45.56462088217961,15924535.0,7.583
1999,CHE,3.28768892407393,14.694279747752509,,34.8,44.3550038988688,3993466.0,3.053
1999,CHL,4.12651777991774,22.16708866717786,,,34.11981513094627,6313009.0,11.158
1999,CHN,3.71938091483009,59.4953429797633,,,45.35772034986637,700421936.0,3.1
1999,CIV,0.839037075457868,80.7983728809822,,,37.4295104425315,6073240.0,
1999,CMR,2.28491852590573,80.20280113026621,,,48.26772021622983,6545998.0,
1999,COD,1.33490885803933,88.2659046271661,,,50.24724907975918,19281366.0,
1999,COG,1.09831402132942,77.78140990852316,,,49.07459290793089,1183209.0,
1999,COL,4.36473934112075,44.50436866679739,,,40.13553444943456,17422434.0,20.06
1999,COM,5.53388590931253,67.1731946475974,,,40.109283965939255,116028.0,
1999,CPV,5.32408294683583,46.4486948522366,,,39.39091229962906,150159.0,
1999,CRI,4.38865649539807,21.236373904913258,,,34.11387247005514,1573058.0,
1999,CYP,4.9810230500514,18.54381750946407,,28.22,39.79513874505797,434538.0,5.532
1999,CZE,4.1085885164593,10.265828666763658,,16.63,44.30149929533407,5218785.0,8.702
1999,DEU,4.38239645779248,6.41113643272846,,25.14,43.56295819174939,40339143.0,8.854
1999,DJI,20.8977977006071,34.45278259212539,,,24.40036164441845,150424.0,
1999,DNK,2.74380567972142,6.542015269741091,,39.86,46.42828056424696,2873210.0,5.142
1999,DOM,3.15914961924632,39.34234770778509,,,33.92720887223685,3170249.0,
1999,DZA,7.25072295744408,31.95398184239723,,,13.010804332607606,8827940.0,
1999,ECU,7.0704001825738,40.2083308972687,,,37.97644314474292,5202562.0,13.96
1999,EGY,15.9849812406066,22.8959821598565,,,21.45182084297399,21254606.0,7.95
1999,ESP,5.99063757344546,15.52656663664127,,19.51,38.78752602778436,17764670.0,15.475
1999,EST,2.58217966292906,4.944756051225141,,20.07,48.02461406043834,669211.0,11.573
1999,ETH,0.946405758450384,89.3363736246563,,,46.3801643802324,28111166.0,3.714
1999,FIN,3.33999163023945,10.431473464694028,,42.01,47.70815783855127,2576050.0,11.693
1999,FJI,0.998394030654638,37.9842949991625,,,32.38584971503507,319513.0,
1999,FRA,4.58635593419842,7.59520764890197,,27.42,45.582507066497286,27142160.0,11.981
1999,GAB,1.07896653995284,42.39596173035157,,,39.86413414689677,351376.0,
1999,GBR,2.77644767559073,10.022279186200851,,41.2,45.50644217376046,28984316.0,6.042
1999,GEO,1.16087833847365,55.6353148172453,,,49.0809317191164,2111323.0,13.8
1999,GHA,5.12165669426004,76.27023523780666,,,49.57228771344309,8231468.0,10.1
1999,GIN,2.43622432572651,91.0477518976559,,,50.762910798122064,2930880.0,
1999,GMB,1.19947374745424,75.87033482356051,,,48.10819222934574,359841.0,
1999,GNB,0.526707075794964,77.7129046866032,,,45.984849015746654,428091.0,
1999,GRC,7.56872643401966,34.5785252797196,,19.91,39.14137034010759,4664083.0,12.138
1999,GTM,3.30746948936449,45.949515878951,,,33.38095558899416,4022629.0,
1999,GUY,5.4420995824694,33.00195983753233,,,31.598461125525635,279425.0,
1999,HND,10.7494685895549,41.841394421007806,,,34.279352589950435,2385258.0,3.85
1999,HRV,5.08929182182678,19.75184782047792,,,44.13952402773219,1983687.0,13.559
1999,HTI,0.674954003657133,75.66691169830911,,,45.62112392887375,3054962.0,7.2
1999,HUN,5.4252036003011,10.277256618720031,,10.82,47.26541409965313,4326688.0,6.929
1999,IDN,2.87423196187533,64.04246740169191,,40.85,38.42726588165301,98430560.0,6.358
1999,IND,0.963935785828343,83.8535023552316,,,27.4398057339715,397354085.0,
1999,IRL,3.91315358895924,15.3711318204453,,30.11,40.53609327890171,1866317.0,5.804
1999,IRN,4.37654754257773,42.91216572868501,,,14.338605523771896,18602325.0,
1999,IRQ,1.81249363849891,34.17044860334455,,,11.575742835847114,5596021.0,
1999,ISL,4.72521990616495,11.86767111004469,,34.74,46.96200185356812,161850.0,2.178
1999,ISR,4.20250797995604,7.664551031824336,,,44.36667636574706,2660046.0,11.183
1999,ITA,7.94227726560926,20.23821872367569,,20.1,38.2734714131735,23313903.0,11.681
1999,JAM,2.75842819461954,38.03798793280702,,,44.87204271340012,1153549.0,15.74
1999,JOR,5.59519916371087,9.92003264658119,,,13.897754080130614,1244568.0,
1999,JPN,2.92721883788339,13.70693906587316,,,40.30121584053905,67979227.0,4.677
1999,KAZ,0.835412121235323,41.36573935695441,,,49.48104513451542,7847985.0,13.46
1999,KEN,7.51331822092748,59.3150075232903,6.7,37.94,49.29607126676975,11524249.0,10.004
1999,KGZ,1.52572518220315,38.282320496353805,,,46.94054128733576,2287251.0,
1999,KOR,6.75189322990662,30.11907732880467,,,39.25452029300745,22101554.0,6.342
1999,LAO,0.408051118419869,87.2204495485815,,,47.301373596918566,1874713.0,
1999,LBN,4.13268419884598,32.84457528850418,,,22.61124502503404,1264079.0,
1999,LBR,1.98151815944447,77.9724629987542,,,47.41353971181519,1238372.0,
1999,LCA,5.99890029325513,26.44244868035191,,,41.75048791472752,66610.0,18.09
1999,LKA,2.01635584545486,40.5245198449959,17.0,,33.25585077473255,7882204.0,8.88
1999,LSO,4.99244809946113,35.38167824260587,,,48.40750850587231,874102.0,27.27
1999,LTU,1.51249516930655,18.950928233736867,,20.09,48.89790060762068,1715544.0,13.388
1999,LUX,3.28907139691569,5.802296684001192,,18.97,39.226655292342016,182868.0,2.39
1999,LVA,3.36473076079649,15.48515357079247,,17.22,47.58641871744956,1126521.0,13.79
1999,MAR,2.07457191763957,47.3536502971412,13.2,,24.529080715973187,9438454.0,13.94
1999,MDA,0.555382888315737,31.73846789007848,,,51.37511649545564,1329451.0,11.14
1999,MDG,1.99074369735282,82.1971601768366,,,48.80782925945542,7531849.0,
1999,MDV,4.03846823931147,30.8500876917894,,,30.90552080003653,87596.0,
1999,MEX,4.14061698513962,34.13439643572286,,,33.6300199160696,37828247.0,2.598
1999,MKD,3.92408263507657,21.091989309448103,,,39.9047835070458,806793.0,32.4
1999,MLI,0.442099939727902,84.61809253528381,,,42.82660857140001,4201834.0,
1999,MLT,3.69882618540492,9.44762851825225,,,30.489117474558032,155157.0,5.3
1999,MMR,3.74103779014022,80.3142008812128,,,42.7734700271004,20607816.0,
1999,MNE,2.97101751832654,13.82259786583006,,,45.03784747618574,231059.0,
1999,MNG,1.16125780977088,57.02819248543991,,,46.31846702468165,897914.0,
1999,MOZ,3.36362488328688,88.57127480060569,,,54.57814699287227,8265462.0,
1999,MRT,2.40046488177134,57.9087156786505,,,30.75331081278474,650369.0,
1999,MUS,2.20693225561336,17.6310339932698,,,32.47640533277371,514629.0,
1999,MWI,1.04060751300787,63.4578401329537,,,50.35342018357408,4804055.0,
1999,MYS,3.28354461761781,26.41345862777344,,,35.57545249267419,9222525.0,3.43
1999,NAM,5.16850132428992,29.53223657599643,15.4382866349112,,45.96059042756952,558646.0,
1999,NER,0.798141310559019,88.9466106077574,,,43.61521034383488,4633794.0,
1999,NGA,16.4571737436736,73.1876589924542,,,47.07302430591761,57886644.0,
1999,NIC,5.40019500225121,41.9839354115095,,,30.34678279843872,1748818.0,
1999,NLD,1.94708793705545,9.557212392196078,,49.05,44.0875289857429,8702123.0,3.623
1999,NOR,0.880106890869914,6.867192671145096,,50.25,46.75805106234041,2348541.0,3.247
1999,NPL,0.775953570452211,83.78738826574451,47.2,,25.5265130737036,5886511.0,1.85
1999,PAK,0.852638344277327,63.899614966784895,,,15.10705659052346,42608353.0,5.35
1999,PAN,4.00634787812486,30.00229771925644,,,35.25420049843235,1243900.0,11.75
1999,PER,5.56583685294591,55.4991177954128,,44.01,42.58758649255155,11549983.0,4.367
1999,PHL,4.83400055863409,45.5607215692752,,,39.066770962239225,28782302.0,9.809
1999,PNG,2.75386979812227,79.3134536479036,,,47.29651887616357,2314109.0,
1999,POL,4.46546841843167,22.34966288885471,,22.98,45.72767890771176,17324365.0,12.29
1999,PRT,8.20359359172154,19.59463269559139,,20.66,45.16297935131784,5168078.0,4.579
1999,PRY,5.44929602959589,47.05733401326064,,31.14,37.30264391301974,2106915.0,5.343
1999,PSE,5.0112296957581,29.4482464398163,,,15.57388309157606,589641.0,
1999,QAT,0.560586914714285,0.6692748247671255,,,15.6488220234157,382393.0,
1999,ROU,0.91058571347917,43.248680349443205,,23.43,43.63115193144716,9269345.0,6.239
1999,RUS,1.17085246025282,3.1825390795981736,,,48.219958643479394,73320965.0,13.036
1999,RWA,1.03608814578249,50.63191289921086,,,45.7028959668913,2681108.0,
1999,SDN,7.04412901988638,58.9608409985201,,,27.832895984440647,7494398.0,
1999,SEN,0.486526637848216,68.6874900317263,,,33.59399878016878,2744642.0,
1999,SLB,0.891896511850057,74.6010598184031,,36.23,47.240633297276034,203380.0,
1999,SLE,2.31714904561168,89.0989123599692,,,51.373989788391874,1568607.0,
1999,SLV,5.99067105193309,37.1812934343617,,,39.00940832587194,2296264.0,7.3
1999,SRB,4.3517338481225,34.3859350022493,,,44.19715122340856,3485426.0,13.7
1999,SSD,2.82949415419087,82.44608843305869,,,50.62181353413917,2340171.0,
1999,STP,9.42870688633401,39.56382600450396,,,47.04359742171243,19703.0,
1999,SUR,0.722760125460248,17.31576034204761,,,34.94937033468947,144283.0,13.6
1999,SVK,2.43199495391553,7.538433451710448,,13.53,45.52767708116258,2548083.0,16.099
1999,SVN,3.77164168623749,14.61318881949777,,18.56,46.22736818207617,969045.0,7.33
1999,SWE,3.3551180398414,8.117937017774583,,42.38,47.56571748969785,4515807.0,7.607
1999,SWZ,2.10322941470566,35.72990195663042,,,43.80034076827757,309888.0,
1999,SYR,8.51290823002026,43.060664724620096,,,18.461441344512952,4704871.0,7.6
1999,TCD,0.325464541774232,94.2277936506142,,,44.86745478286217,2940091.0,
1999,TGO,1.1070656177369,84.9394604545776,,,47.55920651013524,1675787.0,
1999,THA,2.90960886783011,58.8307340791414,,,45.38405870237733,34321472.0,2.968
1999,TJK,6.29972943876906,29.741884982693698,7.3,,36.69114462649247,1581695.0,3.0
1999,TKM,2.84125360592382,38.8727009364684,,,51.648675545598486,1496201.0,
1999,TLS,19.2051604071368,66.4555202116965,,,44.78970625542032,339002.0,
1999,TON,13.2126033116132,41.84649234154188,,,38.358954859036345,36818.0,
1999,TTO,4.14943037169647,18.6622799940009,,,39.08460402939164,606295.0,13.12
1999,TUN,3.73756785127404,22.808690092568987,,,24.45247401779596,3218934.0,15.21
1999,TUR,5.06602633550689,47.2332206605732,4.5413489551,,28.47603849309164,23563397.0,7.687
1999,TZA,1.27660727849525,88.8436211200576,,,49.5683119129369,15934190.0,
1999,UGA,3.19887544982485,80.23155514773771,,,49.639620792497126,8661432.0,
1999,UKR,1.25140545566836,19.03784739752604,,,50.22764700805232,23392137.0,11.864
1999,URY,3.92301677938786,23.41576759449851,,,42.2864902263455,1469921.0,10.466
1999,USA,3.46015120872544,4.196987103650367,,28.29,45.08591366861212,145083084.0,4.219
1999,UZB,12.2350830884978,41.22635163915613,,,39.30931113385254,9463885.0,
1999,VEN,5.19708525937786,35.57185635935015,,,38.0688348999541,10081572.0,
1999,VNM,0.119949610185085,81.52733634135569,,,49.62904398121019,38422749.0,2.33
1999,VUT,1.90211023969346,75.12508442337118,,,45.19178515007899,79125.0,
1999,WSM,2.72814404052851,49.1459574176764,,,36.56232120964446,61175.0,
1999,YEM,6.35173656204226,43.358008200882495,13.14997,,23.61213818501808,4420595.0,11.46
1999,ZAF,5.60680460610262,11.14122779884272,27.7,,45.172213490479926,18570177.0,25.37
1999,ZMB,0.457278030331076,80.3129058555009,,,45.522270637850006,3025194.0,
1999,ZWE,0.322559508989041,70.70271893029756,14.3,,49.90325787694098,4464963.0,6.0
2000,AGO,1.63781769412259,73.67097907356211,,,50.39985128363963,6815659.0,
2000,ALB,3.80453819392866,60.9926405187765,36.58605,,42.6356193866904,1313953.0,16.8
2000,ARE,2.66911369758153,0.2115255354658975,,,12.36258203831083,2060775.0,2.25
2000,ARG,4.791272164613,22.82879580649029,,,41.73070639210415,16660492.0,15.0
2000,ARM,0.499334063256881,67.84362888917332,,,49.10516226068432,1467361.0,
2000,AUS,5.81912232643442,10.486583096714918,,39.49,43.83816635567571,9542614.0,6.288
2000,AUT,6.09564441313408,11.36497961644558,,24.09,43.79136687498117,3883391.0,4.687
2000,AZE,10.0791101308913,58.33483865032029,9.729839,25.59,50.75650789065341,4306234.0,11.78
2000,BDI,0.581008162767349,87.2162907630036,36.96453,,51.95283812618906,2766896.0,
2000,BEL,3.41822514868783,12.626209085525913,,39.6,43.07225188696306,4412646.0,6.586
2000,BEN,1.17673012436959,89.6844197838064,,,45.67802263184598,2830348.0,
2000,BFA,3.44028423996115,77.3588118806131,,,46.1871763902916,4953691.0,
2000,BGD,0.280883963455028,66.2750359528815,,,24.164067528509587,49012721.0,3.27
2000,BGR,5.16630245761421,11.70201914665288,,6.65,45.90180463790722,3441466.0,16.218
2000,BIH,2.13659701862969,21.97356787193451,20.2,,41.62067252792142,1723408.0,
2000,BLR,0.521692448845006,4.0728824128045416,,,48.85971686185476,4815953.0,2.1
2000,BLZ,7.35278804602489,24.73447180715361,,,33.27143586648717,86164.0,
2000,BOL,2.05705896600969,64.48722993137929,,26.69,41.73739743214845,3741182.0,4.47
2000,BRA,4.41632121316017,32.73743016915928,,,40.025881780845566,80295093.0,
2000,BTN,0.125198728139905,73.3704292527822,,,40.03150332621968,255846.0,
2000,BWA,3.16713838761723,18.87034281878454,,,43.78101977670714,605662.0,15.88
2000,CAF,1.04810944000712,93.5515023249605,67.0,,45.10437907167865,1519797.0,
2000,CAN,5.54972988862207,10.581716389672476,,34.98,45.74764456468966,16186923.0,6.829
2000,CHE,4.14908798295679,13.86648575570488,,33.69,44.22587723799764,3994754.0,2.658
2000,CHL,4.21578130580542,21.94416129584452,,13.22,34.2107714810822,6343733.0,10.491
2000,CHN,3.76611131795707,58.6744861570497,,,45.32484157082964,706837950.0,3.707
2000,CIV,0.839795398052266,80.80056518389901,40.7,,38.13011605356781,6253233.0,
2000,CMR,1.95990527196749,79.37580236165189,,,48.27463584154757,6737795.0,
2000,COD,1.34113166442927,88.5070659500268,39.8,,50.24419082831904,19898577.0,
2000,COG,1.10812138984444,77.48340436159161,,,49.26920864087251,1239273.0,
2000,COL,4.37247033770939,44.772668058116025,,,40.21364453942597,17848151.0,20.52
2000,COM,5.54156171284635,66.99459230945381,,,40.26741660071064,118766.0,
2000,CPV,5.36675173440903,45.8767091506448,,,39.75568983797215,153739.0,
2000,CRI,4.33484230369035,21.92731209954061,,,33.4861052309866,1596716.0,
2000,CYP,6.1474180466294,18.0952853340136,,26.6,40.36250677619548,444571.0,4.766
2000,CZE,4.14682371310738,10.83569525296584,,17.13,44.29726990324427,5175714.0,8.764
2000,DEU,4.44179731783674,6.430199573651859,,26.16,43.78163951335397,40210993.0,7.917
2000,DJI,20.9165893210514,34.49118259986338,,,24.618407618362667,155729.0,
2000,DNK,2.73979618526896,6.413026817400456,,50.22,46.558730061105294,2861618.0,4.476
2000,DOM,3.04301071377936,39.90635270634038,,,34.212527001563,3248886.0,6.432
2000,DZA,7.1979153124739,31.267015726535043,,,13.200375395599412,9068833.0,29.77
2000,ECU,6.23402522202645,41.4441825255061,,,36.53421468055969,5202036.0,4.8
2000,EGY,17.1229753253446,22.9352671433835,,,21.92988270595934,21302020.0,8.98
2000,ESP,5.71873588447913,14.47130182218218,,26.56,39.44823576734732,18277408.0,13.785
2000,EST,2.62435549016803,4.566909826518724,,25.32,48.6228665090046,677821.0,13.36
2000,ETH,0.903994631175559,89.5721014664812,,,46.2888109109423,28913873.0,
2000,FIN,3.37182464020375,10.167985660056123,,46.42,47.6160933113155,2601528.0,11.135
2000,FJI,1.00728578625777,38.3630879332395,,,32.11146402718275,324912.0,
2000,FRA,4.38842794707442,7.02300390601984,,29.25,45.73755539216151,27313657.0,10.218
2000,GAB,1.18096374957667,40.75364398737893,,,39.94056660206915,362759.0,
2000,GBR,2.71176948311552,9.693062736915468,,42.16,45.62387723229424,29283662.0,5.558
2000,GEO,1.51260259103897,60.3387392304799,,,47.967494908752016,2027990.0,10.82
2000,GHA,5.27461040162091,75.23310684186258,,,49.46307514890936,8459005.0,10.456
2000,GIN,2.47803545896583,90.8643118527136,,,50.77236328609739,2981628.0,
2000,GMB,1.21493560841275,75.6697895011565,25.31456,,48.314281384297296,369516.0,
2000,GNB,0.533261947460313,77.947213937302,67.5,,46.0134571666838,437685.0,
2000,GRC,7.97279710915533,33.97991454343891,,19.0,39.17073539776824,4679182.0,11.345
2000,GTM,3.18565759391053,46.6788155010526,,,33.49421754406314,4138380.0,
2000,GUY,5.49321022517987,33.019014643649385,,,31.293838623404145,277438.0,
2000,HND,10.8507427118913,41.7350637374934,,,33.75415161076688,2409908.0,
2000,HRV,5.10621601928143,18.75719920471032,,,44.35878775223601,1953924.0,16.064
2000,HTI,0.68481291258931,75.7728824081315,,,45.91686233372595,3103912.0,
2000,HUN,5.26192830253032,9.964641182425666,,19.86,47.33635221917984,4351495.0,6.563
2000,IDN,2.26244270182082,64.9027571753186,8.934132,37.43,38.47514893324592,101308307.0,6.078
2000,IND,0.974741913841247,83.72174262165579,5.2,,27.78903750247692,409617771.0,2.731
2000,IRL,3.99601865234109,15.11466826647764,,31.36,40.98124361502242,1917587.0,4.318
2000,IRN,4.61611749005124,42.65139178628547,,,15.258336196558911,19476868.0,
2000,IRQ,1.77261706682023,32.94750082216903,13.65009,,11.956606390857798,5790991.0,
2000,ISL,4.52805192279644,11.999854149448169,,31.82,47.45404039199791,167756.0,1.936
2000,ISR,4.21691511393228,7.663736463309965,,,44.78215243780548,2766361.0,11.102
2000,ITA,7.91756217286288,20.12269599278978,,20.36,38.52607280071265,23341777.0,10.834
2000,JAM,2.68440933939006,38.06500020328735,,,44.5680586547657,1160690.0,15.539
2000,JOR,5.64378940926625,9.901811505775468,,,14.07500086449986,1272412.0,13.7
