year,country_code,preprim_enrol,prim_enrol,child_out_of_school,sec_enrol,progression_to_sec,terti_enrol,expenditure
1971,DNK,26.1441307067871,96.2832489013672,,91.6246490478516,,20.0001106262207,6.39355993270874
1971,DOM,2.75321006774902,93.172233581543,,19.1810493469238,,5.75715017318726,
1971,ECU,7.30142021179199,93.4714431762695,248296.0,24.9826793670654,75.46999,6.41508007049561,1.87940001487732
1971,ESP,41.8369407653809,111.175048828125,201100.0,57.627571105957,,8.58024978637695,1.889279961586
1971,FIN,16.8564300537109,83.2343826293945,,101.269416809082,,13.6062803268433,5.33137989044189
1971,FJI,,103.920761108398,,55.7194900512695,93.88729,1.05807995796204,
1971,FRA,85.9962310791016,118.161117553711,44881.0,74.3790283203125,,18.7541809082031,3.17421007156372
1971,GRC,29.5695304870605,108.889511108398,9677.0,65.3507080078125,63.911,16.0318508148193,1.30245995521545
1971,GTM,,58.7346992492676,457967.0,8.62207984924316,,3.35486006736755,2.0255401134491
1971,GUY,,96.8398895263672,19965.0,65.5263290405273,95.94871,1.57054996490479,
1971,HND,3.71737003326416,80.2813186645508,,14.0244102478027,,,
1971,HUN,46.2476501464844,101.08869934082,,75.7177886962891,99.16539,9.61534976959229,3.4363899230957
1971,IDN,5.73730993270874,85.1737518310547,5408232.0,18.6896190643311,,,
1971,ITA,56.9049797058105,107.302917480469,,61.2172012329102,94.29668,17.2546501159668,2.89877009391785
1971,JOR,9.23460006713867,93.2768630981445,,45.4679718017578,88.6082,3.35734009742737,3.29768991470337
1971,KEN,,61.148250579834,,17.6602096557617,95.7546,0.879019975662231,3.92982006072998
1971,KIR,,95.2075271606445,,12.0413904190063,,,4.26642990112305
1971,KOR,2.47218990325928,100.106086730957,491902.0,39.8332710266113,70.10419,7.02642011642456,3.73918008804321
1971,LBR,50.0394096374512,37.1878509521484,,10.1811504364014,,0.944310009479523,
1971,LKA,,103.930877685547,,50.3804588317871,91.65918,1.17063999176025,
1971,LSO,,84.3441772460938,90155.0,7.39408016204834,33.8977,0.403560012578964,4.64155006408691
1971,LUX,76.6228713989258,110.556137084961,,46.7598304748535,,1.58861994743347,2.85506010055542
1971,MDV,9.95547962188721,,,1.71429002285004,,,
1971,MLT,45.3920211791992,120.096626281738,2233.0,51.5569801330566,96.86313,7.62089014053345,6.15196990966797
1971,MNG,17.6438007354736,96.5018081665039,,58.8191184997559,,21.8057708740234,
1971,MUS,20.2922401428223,105.013130187988,,32.0636100769043,,1.54049003124237,3.11274003982544
1971,MYS,,,146580.0,41.1128616333008,,,4.55094003677368
1971,NGA,,45.221851348877,,4.85515022277832,,,
1971,NIC,2.49529004096985,70.4112930297852,190679.0,18.3138809204102,,3.83990001678467,2.49202990531921
1971,NLD,99.4517135620117,100.849411010742,111657.0,74.0838088989258,63.06111,20.429069519043,6.32819986343384
1971,PAN,16.0320491790771,110.106437683105,43662.0,40.9611282348633,63.87023,10.4724903106689,3.35391998291016
1971,PER,6.17686986923218,106.820640563965,,37.8516998291016,,9.79193019866943,
1971,PNG,0.0,46.1878204345703,,9.00870990753174,,,
1971,PRY,3.28028988838196,102.916053771973,,17.2869091033936,,4.7298002243042,2.26543998718262
1971,RUS,,105.603477478027,,92.7150115966797,,43.8127403259277,
1971,SLB,,75.7372207641602,,9.58697986602783,,,3.40000009536743
1971,SLV,7.43326997756958,85.7114715576172,,21.6241493225098,84.10668,3.84794998168945,
1971,SWZ,,78.7634582519531,39862.0,18.0228996276856,76.2602,0.598720014095306,
1971,SYC,,101.026229858398,,31.6093997955322,83.62445,,4.06639003753662
1971,TGO,4.48067998886108,62.8593406677246,187380.0,6.44469022750854,56.26909,0.440560013055801,
1971,TON,,101.950073242188,1350.0,83.3665618896484,,,
1971,TZA,,36.2079086303711,,2.78439998626709,,0.181020006537437,1.72370004653931
1971,UGA,,38.8768615722656,,,,0.46764999628067,3.16105008125305
1971,UKR,40.490291595459,98.6915283203125,,,100.0,41.9554786682129,
1971,URY,,115.632827758789,,60.7832298278809,,,
1971,VEN,4.58507013320923,89.0195007324219,530932.0,30.5586700439453,65.03874,9.22517967224121,4.1799201965332
1971,VUT,3.96051001548767,123.522872924805,,6.20934009552002,,,
1971,WSM,,83.5569229125977,,,,0.98158997297287,
1971,ZMB,,86.1284713745117,,12.9413204193115,,,6.09534978866577
1971,ZWE,,66.1932601928711,,7.40075016021729,,1.5896600484848,
1971,AGO,,59.0612411499023,,5.79869985580444,,,
1971,ALB,25.1642799377441,,,,,11.9989099502563,
1971,ARE,,61.6533088684082,,12.5335597991943,,,
1971,BDI,0.277740001678467,28.2981204986572,,1.7265100479126,,0.154530003666878,
1971,BEL,99.7616271972656,107.970947265625,,80.2797012329102,,17.4224090576172,
1971,BEN,,32.4410285949707,,4.1323299407959,46.9771,0.128429993987083,
1971,BFA,0.0706899985671043,12.4783401489258,757486.0,1.34247994422913,22.4144,0.0390300005674362,
1971,BGR,65.7389526367188,101.81559753418,,91.2010192871094,98.93899,14.4087696075439,
1971,BLR,34.3607711791992,98.8854522705078,,86.3582229614258,99.9498,37.5171089172363,
1971,BLZ,,104.504577636719,,,,1.08633005619049,
1971,CAF,4.85177993774414,55.1064910888672,184533.0,3.63989996910095,37.34806,0.0853699967265129,
1971,CAN,40.5559997558594,101.981903076172,,94.3809432983398,,,7.6842999458313
1971,CMR,3.16782999038696,90.8005828857422,374352.0,8.37788963317871,,0.511189997196198,3.07986998558044
1971,COD,0.945240020751953,96.7211685180664,974270.0,9.65419960021973,49.33295,0.676440000534058,
1971,COM,,36.5121002197266,,3.45071005821228,,,
1971,CPV,,56.0998687744141,,,,,
1971,CYP,9.02320003509521,,,,73.83474,,
1971,CZE,63.2807388305664,121.802139282227,,86.6771087646484,,9.20557975769043,
1971,DZA,,73.9379501342773,,12.086799621582,,,
1971,EGY,1.21791005134583,68.9327087402344,1975408.0,30.8448295593262,,7.17838001251221,4.52992010116577
1971,ETH,,15.0359401702881,,3.92557001113892,,0.177029997110367,1.19766998291016
1971,FSM,11.6499996185303,216.76887512207,,144.98583984375,,,
1971,GAB,,126.451438903809,,13.2692699432373,34.65273,0.373730003833771,
1971,GBR,,103.949966430664,105520.0,73.8153381347656,,15.0683298110962,5.03205013275146
1971,GHA,3.17226004600525,60.2923889160156,,40.250919342041,90.6326,0.735979974269867,4.22444009780884
1971,GIN,,31.4392395019531,,12.2433700561523,,0.55689001083374,
1971,GMB,,21.2275791168213,66220.0,6.96206998825073,,,
1971,GNB,0.372949987649918,28.2945804595947,,6.17871999740601,,,
1971,GRD,34.8887405395508,130.677169799805,,28.0461807250977,,,
1971,HTI,,51.3263702392578,,,,,
1971,IND,1.12053000926971,78.9816589355469,27875328.0,24.1701202392578,,4.99697017669678,
1971,IRL,107.52864074707,108.175842285156,22088.0,73.3990325927734,,12.0304098129272,4.48641014099121
1971,IRN,2.20262002944946,71.9638671875,1917813.0,26.6721096038818,,2.81714010238647,2.77033996582031
1971,IRQ,2.10351991653442,70.00830078125,684762.0,26.6201992034912,75.73831,4.86162996292114,
1971,ISL,,98.918212890625,,79.4125671386719,,9.81645011901855,
1971,ISR,47.7193298339844,,,,,18.2722301483154,
1971,JAM,,111.959739685059,,,,4.99138021469116,
1971,JPN,32.3833198547363,99.7673797607422,22455.0,89.4968872070312,,16.8582096099854,3.57862997055054
1971,LAO,,57.4176406860352,,3.70110011100769,,0.175050005316734,
1971,LBN,67.7827301025391,129.433456420898,,40.3401298522949,,18.5994300842285,
1971,LCA,,96.9091720581055,,,,,
1971,MAR,,51.8706092834473,1374091.0,11.9241104125977,54.10267,1.2569500207901,
1971,MDG,,81.9396667480469,,10.4357595443726,59.23693,0.982100009918213,
1971,MEX,12.3704500198364,101.879577636719,1864972.0,21.8985691070557,,5.13404989242554,
1971,MKD,,,,,,18.7146396636963,
1971,MLI,,22.9730606079102,738631.0,4.48003005981445,58.9834,0.131760001182556,
1971,MMR,,86.0476989746094,1396302.0,20.4104499816894,74.39999,1.68929994106293,
1971,MOZ,0.183569997549057,41.221851348877,,3.3277599811554,,0.280840009450912,
1971,MRT,,14.7935304641724,,,,,
1971,MWI,,42.5225486755371,,,,,
1971,NER,,11.0792102813721,,0.934970021247864,40.74334,0.0,1.0522700548172
1971,NOR,,104.849479675293,5157.0,82.2781982421875,,16.4137001037598,
1971,NRU,,88.871223449707,,53.2942886352539,,,
1971,PAK,,45.9906387329102,,15.09202003479,,2.1968400478363,1.65421998500824
1971,PHL,4.61814022064209,105.722442626953,,46.6749000549316,,17.1944599151611,
1971,POL,37.1225395202637,106.190399169922,,74.2998733520508,97.23924,12.7147197723389,
1971,PRT,3.34432005882263,113.347473144531,,37.3445892333984,39.40083,7.15785980224609,
1971,QAT,11.6567497253418,100.407653808594,3735.0,34.0399017333984,99.52929,0.0,3.00027990341187
1971,ROU,36.7592391967773,123.34162902832,,77.3910675048828,,9.11186981201172,
1971,RWA,,60.3792304992676,,2.36593008041382,10.84038,0.152860000729561,
1971,SEN,,37.4884185791016,,8.88973999023438,49.29171,1.32228994369507,
1971,SLE,,33.6773910522461,,9.04973030090332,,0.506850004196167,
1971,STP,2.24832010269165,101.15535736084,,13.0258302688599,,,
1971,SUR,78.1303863525391,122.287178039551,,34.9470710754395,,,
1971,SWE,,96.363037109375,,85.319709777832,,22.6494598388672,
1971,SYR,3.95222997665405,81.4722366333008,305982.0,36.5334587097168,89.09305,7.45301008224487,
1971,TCD,,31.8284893035889,,1.89187002182007,,0.0,
1971,THA,3.88296008110046,81.2511367797852,,17.2729396820068,,2.81565999984741,3.06622004508972
1971,TTO,,112.449241638184,17289.0,41.7369003295898,,2.25336003303528,
1971,TUN,,105.060363769531,186656.0,23.0967502593994,,2.43533992767334,
1971,TUR,0.205970004200935,99.384147644043,,26.7465190887451,,4.93159008026123,
1971,USA,37.8958206176758,92.1267471313477,,86.132682800293,,49.950309753418,
1972,ARG,26.5199699401855,106.286819458008,,47.4727096557617,,16.6208095550537,1.93620002269745
1972,AUS,,110.875770568848,,,,18.5255508422852,
1972,AUT,32.9159088134766,103.092018127441,49519.0,,,13.0324296951294,4.45015001296997
1972,BGD,0.220520004630089,63.0946998596191,,,,2.22625994682312,
1972,BOL,27.556339263916,88.0621566772461,,31.7588405609131,,,
1972,BRA,,122.970611572266,,33.4781494140625,88.50478,7.13482999801636,
1972,BTN,,22.3881206512451,,3.42685008049011,,,1.65056002140045
1972,BWA,,63.3210601806641,66976.0,10.5611600875854,,0.376980006694794,3.90638995170593
1972,CHE,,,,,,11.1445198059082,3.65762996673584
1972,CHL,30.0601406097412,126.638458251953,,55.7315292358398,90.32445,12.8711700439453,
1972,CHN,,106.83113861084,,43.9938087463379,,,1.60476005077362
1972,CIV,1.14886999130249,56.3113708496094,,10.0607099533081,50.86616,0.994499981403351,7.53185987472534
1972,COG,,109.045257568359,54358.0,18.9015693664551,66.52556,1.16153001785278,
1972,COL,3.35155010223389,110.499519348145,,27.9578895568848,,5.37941980361938,
1972,CRI,11.3160200119019,107.803993225098,35246.0,32.4133415222168,,10.1020097732544,
1972,DNK,39.298210144043,95.6246795654297,,,,23.0602798461914,6.48130989074707
1972,DOM,3.39314007759094,98.1615676879883,223047.0,20.6267108917236,,7.13328981399536,
1972,ECU,7.56443023681641,93.8833923339844,,26.8050804138184,,7.0130500793457,
1972,ESP,38.8856086730957,115.415962219238,153454.0,54.6355400085449,,9.62401008605957,2.06465005874634
1972,FIN,,81.8688201904297,84071.0,105.711242675781,,14.1353902816772,5.0081901550293
1972,FJI,,105.73193359375,,59.303409576416,92.06361,1.29405999183655,
1972,FRA,89.8517379760742,115.35652923584,40471.0,78.3089828491211,,19.899019241333,3.35917997360229
1972,GRC,30.6734294891357,108.460090637207,15252.0,71.5773391723633,67.54345,15.8635196685791,
1972,GTM,,59.8830909729004,463997.0,9.40812969207764,,3.68326997756958,
1972,GUY,,95.8905410766602,20992.0,69.3232192993164,91.05839,1.6828099489212,
1972,HND,3.94714999198914,81.7947387695312,,14.9970502853394,,,
1972,HUN,48.0335083007813,101.557426452637,,73.5215606689453,99.1243,10.1977300643921,3.36103010177612
1972,IDN,5.49348020553589,85.7594833374023,5433141.0,18.8400897979736,,2.70325994491577,2.78820991516113
1972,ITA,58.5851593017578,107.691291809082,,62.8166885375977,95.95765,20.3180503845215,
1972,JOR,10.6135301589966,94.9892501831055,54945.0,44.9886207580566,92.38668,3.63759994506836,2.38742995262146
1972,KEN,,64.5655899047852,,18.3764705657959,94.78348,0.841579973697662,4.47633981704712
1972,KIR,,116.320922851562,,12.1347103118897,,,
1972,KOR,2.47769999504089,101.957977294922,377271.0,43.0216789245605,68.72418,7.30150985717773,3.22075009346008
1972,LBR,53.9579582214355,38.2722511291504,,11.8570699691772,,1.06712996959686,
1972,LKA,,93.949333190918,,54.1579208374023,,,
1972,LSO,,84.9722137451172,90544.0,7.99226999282837,45.49844,0.365960001945496,4.5265097618103
1972,LUX,82.0800628662109,110.391021728516,2711.0,46.6110801696777,,1.52112996578217,2.74079990386963
1972,MLT,44.7587394714355,120.330978393555,1031.0,59.6818313598633,97.78332,8.88414001464844,5.54999017715454
1972,MNG,18.8713493347168,96.6038818359375,,58.5596809387207,,20.3760204315186,
1972,MUS,20.1803493499756,107.029426574707,22040.0,34.8843383789062,,1.4059100151062,3.07091999053955
1972,MYS,,,119398.0,42.6596183776855,,,
1972,NGA,,49.6452789306641,,5.4025502204895,,,
1972,NIC,2.54216003417969,69.3794479370117,200247.0,19.8351097106934,,4.90278005599976,
1972,NLD,99.9489593505859,100.538429260254,110283.0,77.1519012451172,64.2484,22.1333808898926,6.31849002838135
1972,PAN,18.7194194793701,113.602523803711,38729.0,45.137809753418,57.16534,12.2531604766846,3.9828200340271
1972,PER,6.6774001121521,107.557960510254,,40.0134315490723,,10.1827697753906,
1972,PNG,0.0,46.5558090209961,,10.1928596496582,,2.46374988555908,5.24715995788574
1972,PRY,,98.3406219482422,124201.0,17.2844295501709,,4.93503999710083,
1972,RUS,,105.368537902832,,,,43.5544395446777,
1972,SLB,,74.7923202514648,,10.7028799057007,,,
1972,SLV,7.02644014358521,83.8455963134766,,25.0436897277832,91.73632,,
1972,SWZ,,81.9438629150391,38786.0,21.0322093963623,80.47179,0.625680029392242,
1972,SYC,,101.757583618164,,32.9189682006836,,,4.24694013595581
1972,TGO,2.79702997207642,68.6067733764648,189201.0,7.76782989501953,,0.682910025119781,
1972,TON,,100.460891723633,462.0,79.8690795898438,,,
1972,TZA,,38.6823997497559,,2.74294996261597,,0.213379994034767,1.74755001068115
1972,UGA,,37.2640419006348,,,,0.535099983215332,
1972,UKR,45.2731018066406,98.5418472290039,,,100.0,,
1972,URY,,112.822052001953,,62.9447402954102,,,
1972,VEN,6.42729997634888,90.5629196166992,515821.0,33.1990509033203,84.88422,10.6711597442627,4.83728981018066
1972,VUT,5.51279020309448,118.099952697754,,6.68257999420166,,,
1972,WSM,,85.849967956543,,,,,
1972,ZMB,,88.540153503418,209445.0,13.4081001281738,,,5.94578981399536
1972,ZWE,,69.8918533325195,,8.09794044494629,,1.56424999237061,
1972,AGO,,64.0326080322266,,6.44589996337891,,,
1972,ALB,27.993860244751,,,,,12.7610702514648,
1972,ARE,,68.8501281738281,,14.6718997955322,,,
1972,BDI,0.178430005908012,27.3321399688721,,1.80838000774384,,0.154449999332428,
1972,BEL,100.256576538086,107.550796508789,,82.1080169677734,,17.6984901428223,
1972,BEN,,35.1568412780762,,4.96054983139038,60.85221,0.234990000724792,
1972,BFA,0.0803399980068207,12.9400997161865,773573.0,1.36520004272461,25.17993,0.0497800000011921,
1972,BGR,63.5298118591309,99.3229293823242,,91.8884124755859,99.20191,15.7502603530884,
1972,BLR,38.5523490905762,98.486701965332,,88.7505569458008,99.48106,,
1972,BLZ,,102.205261230469,,,,0.883249998092651,
1972,CAF,5.2934398651123,53.984058380127,183049.0,4.4637598991394,39.27524,,
1972,CAN,40.6248512268066,100.494812011719,,94.1586074829102,,,7.58983993530273
1972,CMR,3.49981999397278,88.2606964111328,398851.0,9.22852039337158,25.67365,0.643599987030029,3.36388993263245
1972,COD,,96.2802505493164,1071998.0,11.2403402328491,,0.808390021324158,
1972,COM,,36.8156089782715,,,,,
1972,CPV,107.527610778809,69.2533569335938,,11.2133197784424,,,
1972,CYP,8.80008029937744,,,,79.18187,,
1972,CZE,64.3598403930664,121.498626708984,,87.3465118408203,,8.72476005554199,
1972,DZA,,78.8606262207031,,12.627329826355,37.48034,,
1972,EGY,1.30910003185272,69.7594833374023,2004985.0,32.4379081726074,,7.94093990325928,4.5378999710083
1972,ETH,,15.8402395248413,,4.2421498298645,,0.192430004477501,1.31442999839783
1972,FSM,,214.587005615234,,149.54768371582,,,66.9003067016602
1972,GAB,,128.55908203125,,14.8318300247192,46.73306,0.650910019874573,
1972,GBR,,104.346748352051,99270.0,74.6636199951172,,15.7593202590942,5.15937995910645
1972,GHA,,58.7686996459961,,,,0.76172000169754,4.62139987945557
1972,GIN,,26.3826293945312,,,,,
1972,GMB,,20.9283103942871,68496.0,7.28766012191772,,,
1972,GNB,,32.990348815918,,5.74993991851807,,,
1972,GRD,48.2185707092285,133.747802734375,2622.0,35.0908088684082,,,
1972,HTI,,53.7261009216309,,,,,
1972,IND,1.27347004413605,79.8201217651367,,24.5211200714111,,,
1972,IRL,109.292289733887,106.685607910156,24206.0,75.2180328369141,,11.7229995727539,4.6168999671936
1972,IRN,2.36607003211975,79.0920791625977,,34.5742301940918,,3.34932994842529,2.76672005653381
1972,IRQ,2.00540995597839,70.5350723266602,719326.0,27.8127994537354,69.89795,5.32870006561279,
1972,ISL,56.7879295349121,99.4072494506836,,81.0061492919922,,10.9554004669189,
1972,ISR,49.4740409851074,,,,,19.6234397888184,
1972,JAM,,113.861679077148,,,,5.32110023498535,
1972,JPN,32.5767784118652,98.515022277832,146644.0,90.1072082519531,,19.1502799987793,3.92610001564026
1972,LAO,0.804629981517792,61.0299491882324,,4.23786020278931,,0.182270005345345,
1972,LBN,,,,,,18.0327491760254,
1972,LCA,,104.684669494629,,26.2832202911377,,,
1972,MAR,,53.3263816833496,1370756.0,12.0809202194214,54.72698,1.24026000499725,
1972,MDG,,85.5402297973633,420069.0,10.2547197341919,,1.06762003898621,3.21737003326416
1972,MEX,12.5088500976563,103.615463256836,,23.5422897338867,,5.67237997055054,
1972,MLI,,24.0243396759033,747065.0,4.58124017715454,64.03885,,
1972,MMR,,84.6396026611328,,20.799560546875,74.40855,1.7572900056839,2.86509990692139
1972,MOZ,0.186430007219315,36.4119491577148,,3.42048001289368,,,
1972,MRT,,15.557089805603,,2.72930002212524,,,
1972,MWI,,49.6522598266602,,11.0370502471924,,,
1972,NER,,11.5169801712036,,1.03518998622894,35.23862,0.0,
1972,NOR,5.04022979736328,104.241157531738,5710.0,83.3053512573242,,17.7722206115723,5.90405988693237
1972,NRU,,100.612091064453,,55.5555610656738,,,
1972,PAK,,46.1464614868164,,15.1006002426147,,1.924880027771,1.56881999969482
1972,PHL,4.64635992050171,103.573226928711,,47.3769607543945,,17.5277900695801,
1972,POL,39.2037582397461,105.758041381836,,76.3592376708984,97.18699,12.3430404663086,
1972,PRT,3.72076988220215,113.582580566406,,39.8609504699707,42.86945,7.44429016113281,
1972,QAT,15.6639995574951,96.1614532470703,5236.0,31.7348098754883,95.56155,,2.69144010543823
1972,ROU,37.6164398193359,121.275550842285,,78.5284729003906,,8.58051013946533,
1972,RWA,,57.4896583557129,,,9.59112,,
1972,SEN,,37.4794883728027,,9.53090000152588,43.68417,1.43441998958588,
1972,SLE,,34.877628326416,,9.54197978973389,,0.556159973144531,
1972,STP,1.91847002506256,111.644577026367,,14.4915399551392,,,
1972,SUR,80.069221496582,118.292999267578,,32.9677696228027,,,
1972,SWE,,96.9801712036133,,76.2756805419922,,23.3882102966309,
1972,SYR,3.9663999080658,85.4716567993164,,39.2858581542969,88.30669,9.03129005432129,3.5835599899292
1972,TCD,0.330110013484955,31.2720909118652,,2.03959989547729,,0.0143299996852875,
1972,THA,3.8184700012207,82.8075180053711,,18.5495300292969,,2.96679997444153,3.02915000915527
1972,TTO,,113.538887023926,15925.0,43.149040222168,,2.35838007926941,
1972,TUN,,103.68994140625,,22.760799407959,22.93229,2.49464988708496,
1972,TUR,0.268810003995895,98.1353912353516,,28.6340599060059,,4.81183004379272,
1972,USA,37.7494010925293,91.8561096191406,,87.3711700439453,,50.6803703308105,
1972,DJI,2.31002998352051,,,,46.7167,,
1973,ARG,29.065580368042,105.710746765137,,49.9397087097168,28.74709,19.7516307830811,1.78051996231079
1973,AUS,,111.048797607422,59337.0,,,19.6401805877686,
1973,AUT,35.4454383850098,102.310470581055,52549.0,,,14.3094501495361,4.51547002792358
1973,BGD,0.363000005483627,74.8826293945312,3090359.0,19.0564708709717,,2.21124005317688,
1973,BOL,25.6717395782471,90.5289001464844,,32.4372291564941,,,
1973,BRA,,124.110168457031,,35.1854400634766,88.41413,7.81045007705688,
1973,BWA,,68.414192199707,68426.0,13.7822399139404,,0.432920008897781,3.2627899646759
1973,CHE,,92.1619033813477,,,,11.7605199813843,3.91472005844116
1973,CHL,30.7533397674561,127.356483459473,,58.9869499206543,88.91428,14.4594802856445,
1973,CHN,,107.876022338867,,53.8687591552734,,0.204099997878075,1.65082001686096
1973,CIV,1.23186004161835,57.6763305664062,,10.9632301330566,47.57972,1.1581699848175,7.04560995101929
1973,COG,1.11978995800018,111.367889404297,,23.8680801391602,82.05096,1.59329998493195,5.238450050354
1973,COL,3.47920989990234,113.389991760254,,34.245288848877,,5.80445003509521,
1973,CRI,13.2877798080444,109.095230102539,31947.0,37.8168716430664,,11.1577796936035,
1973,DNK,47.5978507995605,96.3511123657227,,,,25.9616794586182,6.26610994338989
1973,DOM,3.44646000862122,97.3380966186523,,22.809419631958,,7.81115007400513,
1973,ECU,8.00162029266357,95.3701171875,258444.0,29.0345306396484,,8.98204040527344,
1973,ESP,41.1303787231445,110.029167175293,145951.0,59.9350318908691,,14.1328296661377,
1973,FIN,23.8165702819824,82.8275299072266,,106.054252624512,,14.7131795883179,5.09337997436523
1973,FJI,,108.181800842285,,61.7699317932129,89.25659,1.59381997585297,
1973,FRA,93.6147918701172,112.894561767578,29135.0,81.6731719970703,,21.6669101715088,3.23003005981445
