country_code,survey_year,survey_acronym,survey_coverage,reporting_level,name,value
DEU,2003,GSOEP-LIS,national,national,decile1,0.035118413745
DEU,2004,GSOEP-LIS,national,national,decile1,0.03504496207
CZE,2020,EU-SILC,national,national,decile1,0.039727436426
CZE,2021,EU-SILC,national,national,decile1,0.038934525484
DEU,1991,GSOEP-LIS,national,national,decile1,0.037700123654
DEU,1992,GSOEP-LIS,national,national,decile1,0.037416135761
DEU,1993,GSOEP-LIS,national,national,decile1,0.038288224854
DEU,1994,GSOEP-LIS,national,national,decile1,0.034750198375
DEU,1995,GSOEP-LIS,national,national,decile1,0.034726382714
DEU,1996,GSOEP-LIS,national,national,decile1,0.037572516216
CZE,2012,EU-SILC,national,national,decile1,0.038855902478
CZE,2013,EU-SILC,national,national,decile1,0.037800374462
CZE,2014,EU-SILC,national,national,decile1,0.038509973261
CZE,2015,EU-SILC,national,national,decile1,0.038520188822
CZE,2016,EU-SILC,national,national,decile1,0.040217146014
CZE,2017,EU-SILC,national,national,decile1,0.042026808223
CZE,2018,EU-SILC,national,national,decile1,0.041717014665
CZE,2019,EU-SILC,national,national,decile1,0.041610631664
DNK,2011,EU-SILC,national,national,decile1,0.037184586471
DNK,2012,EU-SILC,national,national,decile1,0.03657324342
DNK,2013,EU-SILC,national,national,decile1,0.035632034209
DNK,2014,EU-SILC,national,national,decile1,0.034566306664
DNK,2015,EU-SILC,national,national,decile1,0.037303922058
DNK,2016,EU-SILC,national,national,decile1,0.036687459315
DNK,2017,EU-SILC,national,national,decile1,0.036701442417
DNK,2018,EU-SILC,national,national,decile1,0.037262258981
DNK,2003,EU-SILC,national,national,decile1,0.039801273112
DNK,2004,EU-SILC,national,national,decile1,0.040092109919
DNK,2005,EU-SILC,national,national,decile1,0.039562934122
DNK,2006,EU-SILC,national,national,decile1,0.04002729354
DNK,2007,EU-SILC,national,national,decile1,0.039353239867
DNK,2008,EU-SILC,national,national,decile1,0.03947862203
DNK,2009,EU-SILC,national,national,decile1,0.035151199862
DNK,2010,EU-SILC,national,national,decile1,0.037230919492
DJI,2002,EDAM,national,national,decile1,0.023140033023
DJI,2012,EDAM,national,national,decile1,0.012822406521
DJI,2013,EDAM,national,national,decile1,0.017371942683
DJI,2017,EDAM,national,national,decile1,0.019435788893
DNK,1987,LM-LIS,national,national,decile1,0.037564839707
DNK,1992,LM-LIS,national,national,decile1,0.038904111471
DNK,1995,LM-LIS,national,national,decile1,0.046434213959
DNK,2000,LM-LIS,national,national,decile1,0.045252336892
DEU,2013,GSOEP-LIS,national,national,decile1,0.033718545878
DEU,2014,GSOEP-LIS,national,national,decile1,0.032499059211
DEU,2015,GSOEP-LIS,national,national,decile1,0.032011280516
DEU,2016,GSOEP-LIS,national,national,decile1,0.03155948154
DEU,2017,GSOEP-LIS,national,national,decile1,0.031058498325
DEU,2018,GSOEP-LIS,national,national,decile1,0.031389681779
DEU,2019,GSOEP-LIS,national,national,decile1,0.030717048335
DEU,2020,GSOEP-LIS,national,national,decile1,0.029402294481
DOM,2016,ENFT,national,national,decile1,0.018148929683
DOM,2017,ECNFT-Q03,national,national,decile1,0.022775498468
DOM,2018,ECNFT-Q03,national,national,decile1,0.022679130333
DOM,2019,ECNFT-Q03,national,national,decile1,0.023199282538
DOM,2020,ECNFT-Q03,national,national,decile1,0.023695268102
DOM,2021,ECNFT-Q03,national,national,decile1,0.025642834576
DOM,2022,ECNFT-Q03,national,national,decile1,0.026097034709
DZA,1988,EDCM,national,national,decile1,0.028285173297
DOM,2008,ENFT,national,national,decile1,0.017294268626
DOM,2009,ENFT,national,national,decile1,0.01689915928
DOM,2010,ENFT,national,national,decile1,0.018001023279
DOM,2011,ENFT,national,national,decile1,0.017673823539
DOM,2012,ENFT,national,national,decile1,0.018508417933
DOM,2013,ENFT,national,national,decile1,0.018643306342
DOM,2014,ENFT,national,national,decile1,0.01899018598
DOM,2015,ENFT,national,national,decile1,0.018694163139
DOM,2000,ENFT,national,national,decile1,0.012410492627
DOM,2001,ENFT,national,national,decile1,0.014893800619
DOM,2002,ENFT,national,national,decile1,0.012754886441
DOM,2003,ENFT,national,national,decile1,0.013241429855
DOM,2004,ENFT,national,national,decile1,0.014020163445
DOM,2005,ENFT,national,national,decile1,0.014887845521
DOM,2006,ENFT,national,national,decile1,0.014390657508
DOM,2007,ENFT,national,national,decile1,0.01588789264
DNK,2019,EU-SILC,national,national,decile1,0.037983200329
DNK,2020,EU-SILC,national,national,decile1,0.037287694213
DNK,2021,EU-SILC,national,national,decile1,0.036947667804
DOM,1986,ENGSLF,national,national,decile1,0.013764346729
DOM,1989,ENGSLF,national,national,decile1,0.016636572717
DOM,1992,ICS,national,national,decile1,0.016246259403
DOM,1996,ENFT,national,national,decile1,0.014839022184
DOM,1997,ENFT,national,national,decile1,0.013229126838
ECU,2019,ENEMDU,national,national,decile1,0.015964223991
ECU,2020,ENEMDU,national,national,decile1,0.013365854067
ECU,2021,ENEMDU,national,national,decile1,0.016020684699
ECU,2022,ENEMDU,national,national,decile1,0.016632497203
ECU,2023,ENEMDU,national,national,decile1,0.016400917718
EGY,1990,HIECS,national,national,decile1,0.038486440165
EGY,1995,HIECS,national,national,decile1,0.043046657624
EGY,1999,HIECS,national,national,decile1,0.041331919059
ECU,2011,ENEMDU,national,national,decile1,0.01491984392
ECU,2012,ENEMDU,national,national,decile1,0.014680857916
ECU,2013,ENEMDU,national,national,decile1,0.016238292381
ECU,2014,ENEMDU,national,national,decile1,0.017360510173
ECU,2015,ENEMDU,national,national,decile1,0.015701491009
ECU,2016,ENEMDU,national,national,decile1,0.015954249832
ECU,2017,ENEMDU,national,national,decile1,0.016458512075
ECU,2018,ENEMDU,national,national,decile1,0.016027813051
ECU,2003,ENEMDU,national,national,decile1,0.01050795432
ECU,2004,ENEMDU,national,national,decile1,0.01002897278
ECU,2005,ENEMDU,national,national,decile1,0.010603161794
ECU,2006,ENEMDU,national,national,decile1,0.012516619657
ECU,2007,ENEMDU,national,national,decile1,0.011312883647
ECU,2008,ENEMDU,national,national,decile1,0.012584499923
ECU,2009,ENEMDU,national,national,decile1,0.013745168993
ECU,2010,ENEMDU,national,national,decile1,0.014262720895
DZA,1995,ENMNV,national,national,decile1,0.028715695233
DZA,2011,ENCNVM,national,national,decile1,0.04046021337
ECU,1987,EPED,urban,urban,decile1,0.010348250607
ECU,1994,ECV,national,national,decile1,0.009152899377
ECU,1995,EPED,urban,urban,decile1,0.010659811241
ECU,1998,EPED,urban,urban,decile1,0.01297227988
ECU,1999,ECV,national,national,decile1,0.007600110172
ECU,2000,EPED,national,national,decile1,0.009878324071
ESP,2009,EU-SILC,national,national,decile1,0.021234982426
ESP,2010,EU-SILC,national,national,decile1,0.021343016558
ESP,2011,EU-SILC,national,national,decile1,0.019417969326
ESP,2012,EU-SILC,national,national,decile1,0.019850186842
ESP,2013,EU-SILC,national,national,decile1,0.018495025721
ESP,2014,EU-SILC,national,national,decile1,0.018267933177
ESP,2015,EU-SILC,national,national,decile1,0.018679396014
ESP,2016,EU-SILC,national,national,decile1,0.018054875174
ESP,1999,ECHP-LIS,national,national,decile1,0.026514167354
ESP,2000,ECHP-LIS,national,national,decile1,0.025595700377
ESP,2003,EU-SILC,national,national,decile1,0.025926770552
ESP,2004,EU-SILC,national,national,decile1,0.024518786358
ESP,2005,EU-SILC,national,national,decile1,0.024666843284
ESP,2006,EU-SILC,national,national,decile1,0.023087165888
ESP,2007,EU-SILC,national,national,decile1,0.023801474032
ESP,2008,EU-SILC,national,national,decile1,0.023263403347
ESP,1985,HBS-LIS,national,national,decile1,0.028113584848
ESP,1990,HBS-LIS,national,national,decile1,0.030062925506
ESP,1993,ECHP-LIS,national,national,decile1,0.023031682025
ESP,1994,ECHP-LIS,national,national,decile1,0.023343614716
ESP,1995,ECHP-LIS,national,national,decile1,0.022577634064
ESP,1996,ECHP-LIS,national,national,decile1,0.020257011266
ESP,1997,ECHP-LIS,national,national,decile1,0.022732453076
ESP,1998,ECHP-LIS,national,national,decile1,0.024319897228
EGY,2004,HIECS,national,national,decile1,0.038713451563
EGY,2008,HIECS,national,national,decile1,0.03922749004
EGY,2010,HIECS,national,national,decile1,0.040691733465
EGY,2012,HIECS,national,national,decile1,0.04266736165
EGY,2015,HIECS,national,national,decile1,0.039209985708
EGY,2017,HIECS,national,national,decile1,0.038149886531
EGY,2019,HIECS,national,national,decile1,0.038407754396
ESP,1980,HBS-LIS,national,national,decile1,0.026664936198
EST,2014,EU-SILC,national,national,decile1,0.024015386419
EST,2015,EU-SILC,national,national,decile1,0.026968946081
EST,2016,EU-SILC,national,national,decile1,0.028724568458
EST,2017,EU-SILC,national,national,decile1,0.030447856244
EST,2018,EU-SILC,national,national,decile1,0.030552263384
EST,2019,EU-SILC,national,national,decile1,0.029843491265
EST,2020,EU-SILC,national,national,decile1,0.02977464728
EST,2021,EU-SILC,national,national,decile1,0.030931708903
EST,2006,EU-SILC,national,national,decile1,0.0278000203
EST,2007,EU-SILC,national,national,decile1,0.029948001505
EST,2008,EU-SILC,national,national,decile1,0.029028663633
EST,2009,EU-SILC,national,national,decile1,0.028164886928
EST,2010,EU-SILC,national,national,decile1,0.025432368777
EST,2011,EU-SILC,national,national,decile1,0.025987718821
EST,2012,EU-SILC,national,national,decile1,0.026090056128
EST,2013,EU-SILC,national,national,decile1,0.023567503338
EST,2000,HBS,national,national,decile1,0.02682240136
EST,2001,HBS,national,national,decile1,0.027388940886
EST,2002,HBS,national,national,decile1,0.027074162666
EST,2003,HBS,national,national,decile1,0.026444036106
EST,2003,EU-SILC,national,national,decile1,0.02046132875
EST,2004,HBS,national,national,decile1,0.027132731611
EST,2004,EU-SILC,national,national,decile1,0.025227356505
EST,2005,EU-SILC,national,national,decile1,0.026862956391
ESP,2017,EU-SILC,national,national,decile1,0.02110183406
ESP,2018,EU-SILC,national,national,decile1,0.020747025932
ESP,2019,EU-SILC,national,national,decile1,0.020373517966
ESP,2020,EU-SILC,national,national,decile1,0.019286304026
ESP,2021,EU-SILC,national,national,decile1,0.022106283923
EST,1993,HIES,national,national,decile1,0.026582780731
EST,1995,HIES,national,national,decile1,0.033733236582
EST,1998,HIES,national,national,decile1,0.02990891247
FIN,2017,EU-SILC,national,national,decile1,0.038266381386
FIN,2018,EU-SILC,national,national,decile1,0.038099847305
FIN,2019,EU-SILC,national,national,decile1,0.037769000074
FIN,2020,EU-SILC,national,national,decile1,0.039314439199
FIN,2021,EU-SILC,national,national,decile1,0.038404906804
FJI,2002,HIES,national,national,decile1,0.027177501127
FJI,2008,HIES,national,national,decile1,0.026859803601
FJI,2013,HIES,national,national,decile1,0.03141790112
FIN,2009,EU-SILC,national,national,decile1,0.038054142766
FIN,2010,EU-SILC,national,national,decile1,0.037396201388
FIN,2011,EU-SILC,national,national,decile1,0.03782405526
FIN,2012,EU-SILC,national,national,decile1,0.038650617382
FIN,2013,EU-SILC,national,national,decile1,0.038093580761
FIN,2014,EU-SILC,national,national,decile1,0.038684960912
FIN,2015,EU-SILC,national,national,decile1,0.038466294665
FIN,2016,EU-SILC,national,national,decile1,0.038841551832
FIN,1995,IDS-LIS,national,national,decile1,0.047923977568
FIN,2000,IDS-LIS,national,national,decile1,0.041201795425
FIN,2003,EU-SILC,national,national,decile1,0.038551326791
FIN,2004,EU-SILC,national,national,decile1,0.038874115971
FIN,2005,EU-SILC,national,national,decile1,0.039523383431
FIN,2006,EU-SILC,national,national,decile1,0.03800010246
FIN,2007,EU-SILC,national,national,decile1,0.037579039872
FIN,2008,EU-SILC,national,national,decile1,0.037518914148
ETH,1981,HICES,rural,rural,decile1,0.037545374774
ETH,1995,HICES,national,national,decile1,0.025963890009
ETH,1999,HICES,national,national,decile1,0.0385732277
ETH,2004,HICES,national,national,decile1,0.040674005441
ETH,2010,HICES,national,national,decile1,0.031796486574
ETH,2015,HICES,national,national,decile1,0.02888964721
FIN,1987,IDS-LIS,national,national,decile1,0.04707929343
FIN,1991,IDS-LIS,national,national,decile1,0.046738813623
FRA,2014,EU-SILC,national,national,decile1,0.032224331108
FRA,2015,EU-SILC,national,national,decile1,0.031139750367
FRA,2016,EU-SILC,national,national,decile1,0.031647734902
FRA,2017,EU-SILC,national,national,decile1,0.03239611829
FRA,2018,EU-SILC,national,national,decile1,0.031855997839
FRA,2019,EU-SILC,national,national,decile1,0.030641949593
FRA,2020,EU-SILC,national,national,decile1,0.031475754181
FRA,2021,EU-SILC,national,national,decile1,0.029327316551
FRA,2006,EU-SILC,national,national,decile1,0.034294723806
FRA,2007,EU-SILC,national,national,decile1,0.032799915143
FRA,2008,EU-SILC,national,national,decile1,0.031999689928
FRA,2009,EU-SILC,national,national,decile1,0.030456270621
FRA,2010,EU-SILC,national,national,decile1,0.03054798377
FRA,2011,EU-SILC,national,national,decile1,0.0309005931
FRA,2012,EU-SILC,national,national,decile1,0.031201492819
FRA,2013,EU-SILC,national,national,decile1,0.032034822866
FRA,1998,TSIS-LIS,national,national,decile1,0.031696674199
FRA,1999,TSIS-LIS,national,national,decile1,0.03123610316
FRA,2000,TSIS-LIS,national,national,decile1,0.031148863014
FRA,2001,TSIS-LIS,national,national,decile1,0.031465207541
FRA,2002,TSIS-LIS,national,national,decile1,0.033268873105
FRA,2003,EU-SILC,national,national,decile1,0.032961300683
FRA,2004,EU-SILC,national,national,decile1,0.034460027743
FRA,2005,EU-SILC,national,national,decile1,0.034573681317
FJI,2019,HIES,national,national,decile1,0.034679732488
FRA,1970,TIS-LIS,national,national,decile1,0.028706988769
FRA,1975,TIS-LIS,national,national,decile1,0.027805012179
FRA,1979,TIS-LIS,national,national,decile1,0.029993716728
FRA,1984,TIS-LIS,national,national,decile1,0.029937507859
FRA,1990,TIS-LIS,national,national,decile1,0.032825635815
FRA,1996,TSIS-LIS,national,national,decile1,0.030182608494
FRA,1997,TSIS-LIS,national,national,decile1,0.030555474105
GBR,1987,FES-LIS,national,national,decile1,0.032878263602
GBR,1988,FES-LIS,national,national,decile1,0.031820542963
GBR,1989,FES-LIS,national,national,decile1,0.031002087693
GBR,1990,FES-LIS,national,national,decile1,0.029042779037
GBR,1991,FES-LIS,national,national,decile1,0.029117057799
GBR,1992,FES-LIS,national,national,decile1,0.028626513786
GBR,1993,FES-LIS,national,national,decile1,0.028719528143
GBR,1994,FRS-LIS,national,national,decile1,0.028559063627
GBR,1979,FES-LIS,national,national,decile1,0.040694316798
GBR,1980,FES-LIS,national,national,decile1,0.038703450144
GBR,1981,FES-LIS,national,national,decile1,0.037160628656
GBR,1982,FES-LIS,national,national,decile1,0.037084279886
GBR,1983,FES-LIS,national,national,decile1,0.037387219427
GBR,1984,FES-LIS,national,national,decile1,0.037100764407
GBR,1985,FES-LIS,national,national,decile1,0.035716896444
GBR,1986,FES-LIS,national,national,decile1,0.034169290698
GBR,1971,FES-LIS,national,national,decile1,0.039869340897
GBR,1972,FES-LIS,national,national,decile1,0.037862961985
GBR,1973,FES-LIS,national,national,decile1,0.040720094463
GBR,1974,FES-LIS,national,national,decile1,0.038831927987
GBR,1975,FES-LIS,national,national,decile1,0.040107702438
GBR,1976,FES-LIS,national,national,decile1,0.040998296812
GBR,1977,FES-LIS,national,national,decile1,0.041064154783
GBR,1978,FES-LIS,national,national,decile1,0.04032967495
FSM,2000,CPH,urban,urban,decile1,0.005006961831
FSM,2005,HIES,national,national,decile1,0.022509748853
FSM,2013,HIES,national,national,decile1,0.018741173741
GAB,2005,EGEP,national,national,decile1,0.022730457069
GAB,2017,EGEP,national,national,decile1,0.022408831657
GBR,1968,FES-LIS,national,national,decile1,0.043417802389
GBR,1969,FES-LIS,national,national,decile1,0.041236234357
GBR,1970,FES-LIS,national,national,decile1,0.041583490363
GBR,2019,FRS-LIS,national,national,decile1,0.029045671942
GBR,2020,FRS-LIS,national,national,decile1,0.030753425262
GBR,2021,FRS-LIS,national,national,decile1,0.030411838777
GEO,1996,HIS,national,national,decile1,0.023256883201
GEO,1997,HIS,national,national,decile1,0.017778317684
GEO,1998,HIS,national,national,decile1,0.017302559454
GEO,1999,HIS,national,national,decile1,0.018866083641
GEO,2000,HIS,national,national,decile1,0.018117439175
GBR,2011,FRS-LIS,national,national,decile1,0.031526021395
GBR,2012,FRS-LIS,national,national,decile1,0.031373404073
GBR,2013,FRS-LIS,national,national,decile1,0.032410103229
GBR,2014,FRS-LIS,national,national,decile1,0.031058866824
GBR,2015,FRS-LIS,national,national,decile1,0.030637824031
GBR,2016,FRS-LIS,national,national,decile1,0.030010590149
GBR,2017,FRS-LIS,national,national,decile1,0.030054936719
GBR,2018,FRS-LIS,national,national,decile1,0.029160904585
GBR,2003,FRS-LIS,national,national,decile1,0.029362647688
GBR,2004,FRS-LIS,national,national,decile1,0.029963154335
GBR,2005,FRS-LIS,national,national,decile1,0.028929018823
GBR,2006,FRS-LIS,national,national,decile1,0.028536463702
GBR,2007,FRS-LIS,national,national,decile1,0.028986539901
GBR,2008,FRS-LIS,national,national,decile1,0.028440636982
GBR,2009,FRS-LIS,national,national,decile1,0.029154820748
GBR,2010,FRS-LIS,national,national,decile1,0.030839717884
GBR,1995,FRS-LIS,national,national,decile1,0.028803150996
GBR,1996,FRS-LIS,national,national,decile1,0.029068302643
GBR,1997,FRS-LIS,national,national,decile1,0.028623911089
GBR,1998,FRS-LIS,national,national,decile1,0.028004408478
