decile,value
decile1,0.016631381942
decile1,0.017685373493
decile1,0.017063541088
decile1,0.020151129041
decile1,0.018780210135
decile1,0.019342905672
decile1,0.024978548415
decile1,0.025230032857
decile1,0.033257034843
decile1,0.031548813804
decile1,0.032296879592
decile1,0.034124667719
decile1,0.032205320715
decile1,0.032501871236
decile1,0.036115164755
decile1,0.033483881608
decile1,0.029859049518
decile1,0.033181470807
decile1,0.032718489645
decile1,0.033869204558
decile1,0.01707912102
decile1,0.021510096777
decile1,0.020056756209
decile1,0.016097785222
decile1,0.01713853006
decile1,0.014185193431
decile1,0.020762054217
decile1,0.024057639106
decile1,0.024535809236
decile1,0.026141933496
decile1,0.026268215366
decile1,0.029824374131
decile1,0.033049541873
decile1,0.031496625982
decile1,0.032392681917
decile1,0.032255046706
decile1,0.015640676386
decile1,0.03024230972
decile1,0.017195428765
decile1,0.035484612041
decile1,0.017984111789
decile1,0.018323618022
decile1,0.017080464507
decile1,0.039666845314
decile1,0.0155654586
decile1,0.020705457021
decile1,0.02118219029
decile1,0.021407068286
decile1,0.03058393711
decile1,0.03042132125
decile1,0.029931521896
decile1,0.030266429725
decile1,0.017611174377
decile1,0.043805381694
decile1,0.042501875552
decile1,0.040260029039
decile1,0.025458400892
decile1,0.025578918537
decile1,0.022360841652
decile1,0.025902023051
decile1,0.020845802139
decile1,0.025775522641
decile1,0.020686733473
decile1,0.024788793289
decile1,0.020351460552
decile1,0.026094439465
decile1,0.021534576722
decile1,0.025460899693
decile1,0.021132699722
decile1,0.027042409699
decile1,0.022903783398
decile1,0.026776342969
decile1,0.029482117971
decile1,0.027688974343
decile1,0.021395018101
decile1,0.011896498221
decile1,0.011837496489
decile1,0.013017346479
decile1,0.014009876084
decile1,0.015263702799
decile1,0.01527506465
decile1,0.014933410438
decile1,0.015659595854
decile1,0.016367121333
decile1,0.016324337768
decile1,0.01620568727
decile1,0.016597198678
decile1,0.017727417635
decile1,0.018603614528
decile1,0.017355289101
decile1,0.021119385982
decile1,0.025349530168
decile1,0.029085592049
decile1,0.026775810056
decile1,0.023703832636
decile1,0.031607118052
decile1,0.025578259412
decile1,0.032031568035
decile1,0.027437656831
decile1,0.031961196869
decile1,0.028027634778
decile1,0.032355563529
decile1,0.027894312128
decile1,0.032291330039
decile1,0.027905869748
decile1,0.032501012865
decile1,0.02773055824
decile1,0.033136490077
decile1,0.027753604283
decile1,0.03067710979
decile1,0.019406243218
decile1,0.028441438989
decile1,0.029788391417
decile1,0.019601992569
decile1,0.018700223191
decile1,0.04133640183
decile1,0.034635766091
decile1,0.041104894821
decile1,0.038044122521
decile1,0.036694828091
decile1,0.012418819661
decile1,0.039428469515
decile1,0.03536706462
decile1,0.033848537284
decile1,0.033267607346
decile1,0.03003396638
decile1,0.032328153939
decile1,0.032037883956
decile1,0.03111236604
decile1,0.025716737611
decile1,0.015040274764
decile1,0.013038889487
decile1,0.010777206535
decile1,0.032466140655
decile1,0.027086276287
decile1,0.035027499108
decile1,0.036715020873
decile1,0.034032131515
decile1,0.034776695154
decile1,0.033798137428
decile1,0.043733078532
decile1,0.037316584977
decile1,0.042703079269
decile1,0.039417667509
decile1,0.040738140372
decile1,0.042765567027
decile1,0.043444245471
decile1,0.042584903641
decile1,0.040451394288
decile1,0.041501206031
decile1,0.033647206487
decile1,0.033479199541
decile1,0.040911578342
decile1,0.038160127476
decile1,0.034701248144
decile1,0.035115438206
decile1,0.034863418496
decile1,0.036519392072
decile1,0.035460499273
decile1,0.03669381649
decile1,0.037498556547
decile1,0.038469257319
decile1,0.037450679986
decile1,0.036524499997
decile1,0.035299351526
decile1,0.034578886182
decile1,0.03202521939
decile1,0.033717526907
decile1,0.040786000793
decile1,0.042220733101
decile1,0.014879016796
decile1,0.010441949684
decile1,0.011351248914
decile1,0.01076197783
decile1,0.010979344773
decile1,0.011672527388
decile1,0.011933709367
decile1,0.012327874752
decile1,0.012338853117
decile1,0.017898881827
decile1,0.018327108311
decile1,0.009537934203
decile1,0.009259095598
decile1,0.009497768612
decile1,0.011717700726
decile1,0.011519697097
decile1,0.011176364242
decile1,0.00989092454
decile1,0.011311732854
decile1,0.010863696138
decile1,0.002101440335
decile1,0.002419580683
decile1,0.002254994859
decile1,0.003293016278
decile1,0.002913814128
decile1,0.003573393969
decile1,0.005201179364
decile1,0.012985500891
decile1,0.004854579781
decile1,0.007422740023
decile1,0.008095388485
decile1,0.008455666208
decile1,0.007385453476
decile1,0.009600589326
decile1,0.010285029177
decile1,0.012466143942
decile1,0.007742075877
decile1,0.032747541943
decile1,0.011869848869
decile1,0.011751458824
decile1,0.041457129033
decile1,0.040445671085
decile1,0.04118766928
decile1,0.04374520454
decile1,0.025544778373
decile1,0.040376070694
decile1,0.027664614615
decile1,0.027262163093
decile1,0.026873171048
decile1,0.027092661807
decile1,0.028477663591
decile1,0.025284565103
decile1,0.025204304995
decile1,0.027438563056
decile1,0.029029683702
decile1,0.043096459
decile1,0.030600805222
decile1,0.042848038492
decile1,0.040628828277
decile1,0.036538068305
decile1,0.037046251483
decile1,0.036150424064
decile1,0.039325027748
decile1,0.032042775555
decile1,0.035363340748
decile1,0.030542806886
decile1,0.031328622596
decile1,0.034849620925
decile1,0.038981174795
decile1,0.034943014614
decile1,0.041922288371
decile1,0.040104738933
decile1,0.039843685194
decile1,0.043738697761
decile1,0.043596434718
decile1,0.014827545343
decile1,0.029463730464
decile1,0.033659019982
decile1,0.031127021436
decile1,0.010417406213
decile1,0.005986688845
decile1,0.011960632897
decile1,0.017217261671
decile1,0.034545644276
decile1,0.031668407925
decile1,0.031495243706
decile1,0.031194278051
decile1,0.031626054495
decile1,0.03103866799
decile1,0.031399310007
decile1,0.029299957877
decile1,0.028321464216
decile1,0.019797226914
decile1,0.029847710967
decile1,0.0349698059
decile1,0.030352928391
decile1,0.029672798715
decile1,0.03664743014
decile1,0.033091344845
decile1,0.031635906663
decile1,0.029546845798
decile1,0.030934536983
decile1,0.024044182092
decile1,0.031669324079
decile1,0.029406670657
decile1,0.020073201234
decile1,0.020581018118
decile1,0.009057327682
decile1,0.035892352491
decile1,0.037207888051
decile1,0.033800429446
decile1,0.029566494978
decile1,0.032626999467
decile1,0.029227412643
decile1,0.030047885564
decile1,0.024139345714
decile1,0.019806709019
decile1,0.017529122337
decile1,0.019075376976
decile1,0.018848629859
decile1,0.019153636352
decile1,0.020795007078
decile1,0.021098289729
decile1,0.023026694203
decile1,0.021420196776
decile1,0.024913475989
decile1,0.027177851377
decile1,0.025173527437
decile1,0.020807422403
decile1,0.018221756236
decile1,0.020723084541
decile1,0.019726011041
decile1,0.02921171084
decile1,0.020240077283
decile1,0.020590614256
decile1,0.025194071864
decile1,0.03230173753
decile1,0.031025371861
decile1,0.021077183557
decile1,0.022131853878
decile1,0.019148198502
decile1,0.021530435485
decile1,0.0223829073
decile1,0.023101948226
decile1,0.024198011257
decile1,0.023765170036
decile1,0.02485259981
decile1,0.025219035729
decile1,0.02416231545
decile1,0.023135774766
decile1,0.021162124839
decile1,0.021762364898
decile1,0.031374844257
decile1,0.025506378127
decile1,0.040931393129
decile1,0.040816637875
decile1,0.042594350761
decile1,0.042680613625
decile1,0.043361014189
decile1,0.042085811054
decile1,0.042665972615
decile1,0.042799965832
decile1,0.042719869735
decile1,0.042776364643
decile1,0.042989710804
decile1,0.012641566477
decile1,0.01875517178
decile1,0.022735290056
decile1,0.018230476371
decile1,0.040598796559
decile1,0.039653446513
decile1,0.040232854915
decile1,0.037729261499
decile1,0.032687225278
decile1,0.029799016719
decile1,0.033319389532
decile1,0.035685464679
decile1,0.034548521425
decile1,0.023377642662
decile1,0.033476904238
decile1,0.021870203333
decile1,0.02993217143
decile1,0.026651568339
decile1,0.026416323185
decile1,0.02955710184
decile1,0.030649186171
decile1,0.034090596282
decile1,0.023316817786
decile1,0.037092491489
decile1,0.030655400314
decile1,0.023451205615
decile1,0.023640145656
decile1,0.027016614772
decile1,0.029580007034
decile1,0.029246206768
decile1,0.030699629726
decile1,0.03322791695
decile1,0.03505324822
decile1,0.037686235064
decile1,0.038833175933
decile1,0.04202490866
decile1,0.041466092017
decile1,0.043091658018
decile1,0.042940773345
decile1,0.0438734335
decile1,0.04299815922
decile1,0.043437927191
decile1,0.020227850217
decile1,0.028106396055
decile1,0.020407241157
decile1,0.027825883765
decile1,0.03138498992
decile1,0.026001913033
decile1,0.0253046468
decile1,0.026066215581
decile1,0.027756827449
decile1,0.027457572628
decile1,0.026437539022
decile1,0.026313773024
decile1,0.026366920965
decile1,0.027003710655
decile1,0.024486571172
decile1,0.022202947846
decile1,0.023299420286
decile1,0.02749435718
decile1,0.02642219389
decile1,0.028418101837
decile1,0.029891479021
decile1,0.023592853906
decile1,0.024994770248
decile1,0.019234029971
decile1,0.01602932266
decile1,0.017327147252
decile1,0.01873529413
decile1,0.01936868157
decile1,0.019772511847
decile1,0.021238582452
decile1,0.028419301745
decile1,0.033677720297
decile1,0.026298463038
decile1,0.023787369517
decile1,0.024014118847
decile1,0.023806035374
decile1,0.022213493703
decile1,0.019129571933
decile1,0.019353230701
decile1,0.016337971896
decile1,0.013736228863
decile1,0.0150163163
decile1,0.01283656989
decile1,0.027008005103
decile1,0.024418743701
decile1,0.022232982403
decile1,0.02676838637
decile1,0.025244946215
decile1,0.033701784791
decile1,0.037760193264
decile1,0.025311528423
decile1,0.017136914844
decile1,0.014365811096
decile1,0.013456821281
decile1,0.013609743463
decile1,0.011682585809
decile1,0.011946308973
decile1,0.014546011228
decile1,0.01380659486
decile1,0.015019418344
decile1,0.008886384038
decile1,0.02314063201
decile1,0.024965897785
decile1,0.040996716172
decile1,0.040338246262
decile1,0.041011240203
decile1,0.042471731447
decile1,0.037778403041
decile1,0.037957945679
decile1,0.036099957001
decile1,0.035338210923
decile1,0.034920319161
decile1,0.035190912126
decile1,0.035903337275
decile1,0.034912552248
decile1,0.036954489998
decile1,0.032911158865
decile1,0.033376062325
decile1,0.03974577625
decile1,0.032688522238
decile1,0.040401074506
decile1,0.039274400682
decile1,0.022667578967
decile1,0.018323284883
decile1,0.022577264384
decile1,0.026362364485
decile1,0.023620613792
decile1,0.024598725451
decile1,0.020827789271
decile1,0.021405341416
decile1,0.020370021748
decile1,0.021172004082
decile1,0.023272476229
decile1,0.026513247727
decile1,0.026941138874
decile1,0.026245849199
decile1,0.040622945719
decile1,0.038601833154
decile1,0.033452759656
decile1,0.033707197409
decile1,0.031635221797
decile1,0.02727842713
decile1,0.021854735504
decile1,0.019957060963
decile1,0.023714201387
decile1,0.026661054184
decile1,0.0234442491929999
decile1,0.026937817398
decile1,0.021133272299
decile1,0.027538813666
decile1,0.01950784629
decile1,0.020722526982
decile1,0.022582302415
decile1,0.023139011421
decile1,0.022626089573
decile1,0.022593179125
decile1,0.02637572295
decile1,0.027812591382
decile1,0.028946624925
decile1,0.027998590745
decile1,0.033100629725
decile1,0.033416284806
decile1,0.032095364949
decile1,0.029979657726
decile1,0.030848594747
decile1,0.031732217038
decile1,0.028764313147
decile1,0.024912803623
decile1,0.029335129642
decile1,0.024609657021
decile1,0.028527000988
decile1,0.028164911663
decile1,0.02787241804
decile1,0.042468507275
decile1,0.031807366612
decile1,0.029178425408
decile1,0.024966009077
decile1,0.027383751385
decile1,0.032990333962
decile1,0.027230204462
decile1,0.03450479635
decile1,0.03133670061
decile1,0.032945552212
decile1,0.035029262077
decile1,0.034234948965
decile1,0.034551750251
decile1,0.034575320838
decile1,0.035358937055
decile1,0.035149595443
decile1,0.027155441788
decile1,0.027057230994
decile1,0.024777116106
decile1,0.030882188427
decile1,0.028751931767
decile1,0.019327320532
decile1,0.034903667341
decile1,0.024534083913
decile1,0.036214389442
decile1,0.032733883255
decile1,0.021990980751
decile1,0.021378407113
decile1,0.02211905126
decile1,0.022416975007
decile1,0.020499312732
decile1,0.022492326498
decile1,0.020668804329
decile1,0.02043981733
decile1,0.019424414577
decile1,0.019521795456
decile1,0.019877943161
decile1,0.02683662226
decile1,0.038459171848
decile1,0.039073657231
decile1,0.038325534819
decile1,0.036295244062
decile1,0.022155420443
decile1,0.027826195064
decile1,0.023676951751
decile1,0.043859557294
decile1,0.044072007958
decile1,0.04390918336
decile1,0.044860941554
decile1,0.0422097012
decile1,0.043197878349
decile1,0.041698340707
decile1,0.042500289113
decile1,0.040676892039
decile1,0.042570286013
decile1,0.018890536948
decile1,0.019308709614
decile1,0.019728429167
decile1,0.01982373011
decile1,0.019801830045
decile1,0.044219130419
decile1,0.023539066745
decile1,0.042730531843
decile1,0.040105589488
decile1,0.024390134728
decile1,0.02320196769
decile1,0.025134993838
decile1,0.025250912251
decile1,0.024282299853
decile1,0.031032122769
decile1,0.036431089014
decile1,0.024623930554
decile1,0.028151568782
decile1,0.037385514458
decile1,0.036239497145
decile1,0.037994595857
decile1,0.035948936304
decile1,0.036556588204
decile1,0.036582247501
decile1,0.04077760614
decile1,0.021866452302
decile1,0.021617870019
decile1,0.022127981677
decile1,0.025441512754
decile1,0.025600717483
decile1,0.026237391685
decile1,0.025321305317
decile1,0.024668417497
decile1,0.026927521766
decile1,0.026875529807
decile1,0.0270790117
decile1,0.027309834898
decile1,0.030255761018
decile1,0.027633052219
decile1,0.028833112283
decile1,0.029702930268
decile1,0.031662871372
decile1,0.030523108563
decile1,0.026819734371
decile1,0.030574774368
decile1,0.025657403699
decile1,0.022508648299
decile1,0.02549315811
decile1,0.026202935965
decile1,0.037975411325
decile1,0.024827985776
decile1,0.01782420855
decile1,0.029169600262
decile1,0.028078028187
decile1,0.024658900239
decile1,0.019172165957
decile1,0.019024396528
decile1,0.022891809558
decile1,0.02785098521
decile1,0.022922558982
decile1,0.026840012773
decile1,0.024511916336
decile1,0.025344654794
decile1,0.030383816848
decile1,0.032556218724
decile1,0.031583264431
decile1,0.024444645894
decile1,0.02524502916
decile1,0.026008503971
decile1,0.031569866053
decile1,0.030831445335
decile1,0.025374082775
decile1,0.023225107446
decile1,0.022830603772
decile1,0.021026918394
decile1,0.020365353267
decile1,0.01897633813
decile1,0.020832211183
decile1,0.021490203283
decile1,0.020784405366
decile1,0.022093949035
decile1,0.023000790961
decile1,0.023340054291
decile1,0.022575751137
decile1,0.021266844509
decile1,0.031857391967
decile1,0.032792147715
decile1,0.032666597089
decile1,0.032315092558
decile1,0.025785378643
decile1,0.034231566092
decile1,0.029526534455
decile1,0.019999578795
decile1,0.024039960065
decile1,0.041417562257
decile1,0.040445031613
decile1,0.024114508323
decile1,0.026968251485
decile1,0.03179760131
decile1,0.039648955772
decile1,0.018627407868
decile1,0.030408648118
decile1,0.01864643293
decile1,0.019086396376
decile1,0.018012237109
decile1,0.008632857859
decile1,0.00589905967
decile1,0.01244405894
decile1,0.032613836439
decile1,0.033469336051
decile1,0.031682075163
decile1,0.029229443107
decile1,0.029000221053
decile1,0.029752636587
decile1,0.025346360019
decile1,0.028012831379
decile1,0.027114572382
decile1,0.0264919341
decile1,0.025233848129
decile1,0.025356251244
decile1,0.008590497545
decile1,0.025694004806
decile1,0.009007414054
decile1,0.011464809529
decile1,0.018265525039
decile1,0.020437344868
decile1,0.022803223419
decile1,0.017624690257
decile1,0.013595846246
decile1,0.027938452184
decile1,0.033198434419
decile1,0.028882375573
decile1,0.02495212933
decile1,0.011795925947
decile1,0.013213453369
decile1,0.013579112658
decile1,0.016493421202
decile1,0.013304193481
decile1,0.010493411978
decile1,0.012304619215
decile1,0.027006914807
decile1,0.030443431547
decile1,0.024918437046
decile1,0.010057581729
decile1,0.009383491142
decile1,0.008573525679
decile1,0.008024062171
decile1,0.011067811047
decile1,0.017246059082
decile1,0.016031158477
decile1,0.024213961414
decile1,0.01351931089
decile1,0.01364008546
decile1,0.015926238543
decile1,0.011593392121
decile1,0.014730372451
decile1,0.024763782702
decile1,0.025391189724
decile1,0.009987131528
decile1,0.012816826169
decile1,0.012500157824
decile1,0.030050339641
decile1,0.026840476943
decile1,0.027383051878
decile1,0.038431691717
decile1,0.033332644859
decile1,0.035192669171
decile1,0.032416474849
decile1,0.032297502104
decile1,0.018102841755
decile1,0.03714775511
decile1,0.040788273146
decile1,0.037118471664
decile1,0.039680348286
decile1,0.038325121053
decile1,0.037897468278
decile1,0.028569516427
decile1,0.032992131468
decile1,0.036359611129
decile1,0.03009636342
decile1,0.017990362796
decile1,0.018483030113
decile1,0.02204625562
decile1,0.021621695282
decile1,0.018760183261
decile1,0.018719020411
decile1,0.019306524463
decile1,0.018599421665
decile1,0.020163749965
decile1,0.020919892892
decile1,0.021901792583
decile1,0.020244765325
decile1,0.020540331675
decile1,0.019833136383
decile1,0.020235741111
decile1,0.020803715061
decile1,0.020902355525
decile1,0.021883959671
decile1,0.021499408137
decile1,0.022739122564
decile1,0.022728035557
decile1,0.018162708125
decile1,0.019815558217
decile1,0.018063195692
decile1,0.018477784274
decile1,0.019184076969
decile1,0.018722877904
decile1,0.019480674507
decile1,0.018455247508
decile1,0.019633633131
decile1,0.020463114037
decile1,0.021049743487
decile1,0.020848100237
decile1,0.021023044897
decile1,0.02107808172
decile1,0.021974509162
decile1,0.022717494079
decile1,0.021682987318
decile1,0.021673180593
decile1,0.023139285702
decile1,0.019872108934
decile1,0.019252671574
decile1,0.018873770173
decile1,0.018046091502
decile1,0.018419247545
decile1,0.018309802864
decile1,0.018036659223
decile1,0.018105766926
decile1,0.018012424084
decile1,0.019135189006
decile1,0.018460716637
decile1,0.018348005742
decile1,0.018370648281
decile1,0.018926395703
decile1,0.018115758233
decile1,0.019861548752
decile1,0.019424219986
decile1,0.01952370328
decile1,0.020078557217
decile1,0.023566349182
decile1,0.022846033829
decile1,0.020927669656
decile1,0.019798372419
decile1,0.020057404549
decile1,0.020068069394
decile1,0.019509533801
decile1,0.018335719997
decile1,0.020053372886
decile1,0.020224957461
decile1,0.020317152171
decile1,0.02031567788
decile1,0.019685213738
decile1,0.018915980675
decile1,0.019441317845
decile1,0.020042694619
decile1,0.020253583685
decile1,0.032622610456
decile1,0.026221739855
decile1,0.019047919326
decile1,0.016448859423
decile1,0.034817553923
decile1,0.017993991228
decile1,0.015870231946
decile1,0.034083489687
decile1,0.016486700373
decile1,0.035936042587
decile1,0.01738347105
decile1,0.035560531529
decile1,0.016953574492
decile1,0.035547368016
decile1,0.019006877761
decile1,0.017505902608
decile1,0.016067684637
decile1,0.024119391981
decile1,0.015097772447
decile1,0.023691373724
decile1,0.016283214233
decile1,0.016865880965
decile1,0.033854237994
decile1,0.033975174783
decile1,0.033061475359
decile1,0.017002612119
decile1,0.033773221129
decile1,0.018778684873
decile1,0.034113538587
decile1,0.0193825108
decile1,0.0356351935
decile1,0.020675265532
decile1,0.035213180872
decile1,0.019195989805
decile1,0.036620559622
decile1,0.018251901852
decile1,0.036627041146
decile1,0.036410307942
decile1,0.023972270866
decile1,0.02486790829
decile1,0.025785605974
decile1,0.028911317974
decile1,0.025628310248
decile1,0.02890799028
decile1,0.025253386667
decile1,0.030704315979
decile1,0.02870519231
decile1,0.026857099017
decile1,0.044049414886
decile1,0.020127770039
decile1,0.017336803653
decile1,0.022897839557
decile1,0.024103225691
decile1,0.024365410568
decile1,0.026396085937
decile1,0.031747031032
decile1,0.02424501351
decile1,0.028639407402
decile1,0.022983441685
decile1,0.028452518646
decile1,0.02624694667
decile1,0.023745769603
decile1,0.023179546641
decile1,0.02264852772
decile1,0.023081940825
decile1,0.022762052924
decile1,0.024074625592
decile1,0.034200757799
decile1,0.02572389501
decile1,0.025811943057
decile1,0.025303581922
decile1,0.025628653618
decile1,0.026470412094
decile1,0.022437849245
decile1,0.027875382821
decile1,0.022349489621
decile1,0.025459956045
decile1,0.013716221577
decile1,0.032729449683
decile1,0.034485729886
decile1,0.026567553477
decile1,0.024672963649
decile1,0.022087494662
decile1,0.021359629969
decile1,0.022614752314
decile1,0.023882927566
decile1,0.02432059139
decile1,0.02741500016
decile1,0.027674916112
decile1,0.028362363494
decile1,0.024112400991
decile1,0.027955612275
decile1,0.021766424032
decile1,0.007261104671
decile1,0.007390815365
decile1,0.027228044135
decile1,0.008798038944
decile1,0.025804206306
decile1,0.025209670538
decile1,0.033473192918
decile1,0.027806618058
decile1,0.035612858938
decile1,0.030463223544
decile1,0.036468436692
decile1,0.032012622927
decile1,0.035357387905
decile1,0.031862253824
decile1,0.036918721764
decile1,0.034011419422
decile1,0.033577764828
decile1,0.033544954523
decile1,0.022554757318
decile1,0.023586955665
decile1,0.024473990782
decile1,0.026488303747
decile1,0.009800898253
decile1,0.00954235164
decile1,0.011620993866
decile1,0.029354094927
decile1,0.032005704965
decile1,0.027801241852
decile1,0.031884325738
decile1,0.030518079378
decile1,0.031365926445
decile1,0.028983143449
decile1,0.025558544746
decile1,0.041215698066
decile1,0.037977733319
decile1,0.037046554007
decile1,0.032129417086
decile1,0.033074877566
decile1,0.032224988599
decile1,0.03466547505
decile1,0.030004334038
decile1,0.018306275961
decile1,0.021167870121
decile1,0.020303177014
decile1,0.014410975767
decile1,0.013231796726
decile1,0.012642030275
decile1,0.01191739927
decile1,0.015011636196
decile1,0.01406351755
decile1,0.012778013255
decile1,0.034060552243
decile1,0.011934638714
decile1,0.015912844512
decile1,0.014371300858
decile1,0.015710043418
decile1,0.016328135601
decile1,0.017717206215
decile1,0.017346512023
decile1,0.01794876737
decile1,0.014759764757
decile1,0.030625199563
decile1,0.029012317091
decile1,0.024047926184
decile1,0.041757203323
decile1,0.035457605636
decile1,0.033958679943
decile1,0.039614714351
decile1,0.04023627592
decile1,0.040726096631
decile1,0.040580407966
decile1,0.041876533826
decile1,0.039821109536
decile1,0.03872223876
decile1,0.039199554221
decile1,0.037254396354
decile1,0.036251806975
decile1,0.037828690666
decile1,0.038739637037
decile1,0.039438069519
decile1,0.039896987543
decile1,0.041172119899
decile1,0.04493155521
decile1,0.033949733366
decile1,0.043512049553
decile1,0.031553187858
decile1,0.031102983356
decile1,0.03221664301
decile1,0.031306151005
decile1,0.030033370031
decile1,0.028973664575
decile1,0.030481221955
decile1,0.029568251861
decile1,0.034750769005
decile1,0.031947360703
decile1,0.035578872795
decile1,0.034664722244
decile1,0.034214213157
decile1,0.040487989101
decile1,0.041029821246
decile1,0.042035349907
decile1,0.042246952747
decile1,0.028790933527
decile1,0.030794442658
decile1,0.02945974511
decile1,0.029629445239
decile1,0.030493536179
decile1,0.026822850255
decile1,0.02940481811
decile1,0.030488139127
decile1,0.02805863989
decile1,0.016894653179
decile1,0.018360877842
decile1,0.014872868665
decile1,0.014073955549
decile1,0.02143436309
decile1,0.023792485213
decile1,0.030507904594
decile1,0.030503664808
decile1,0.031555906976
decile1,0.032327350876
decile1,0.042417309534
decile1,0.041963835116
decile1,0.041948087213
decile1,0.040636807809
decile1,0.042644720888
decile1,0.039302893835
decile1,0.037506025788
decile1,0.04193280427
decile1,0.039829400096
decile1,0.039738291344
decile1,0.036557510838
decile1,0.036858917363
decile1,0.031831279563
decile1,0.03556184627
decile1,0.033881229364
decile1,0.031760748262
decile1,0.040336116292
decile1,0.027184754417
decile1,0.036298290305
decile1,0.036027335169
decile1,0.012418617129
decile1,0.017269667673
decile1,0.019370361283
decile1,0.017018108227
decile1,0.017893697251
decile1,0.019318303116
decile1,0.021164143533
decile1,0.021636817719
decile1,0.021156129792
decile1,0.022078136324
decile1,0.023824988393
decile1,0.022847006646
decile1,0.024680586243
decile1,0.02377232275
decile1,0.024387325248
decile1,0.010997470999
decile1,0.019115877459
decile1,0.007103074563
decile1,0.008994779294
decile1,0.023112181884
decile1,0.029631698134
decile1,0.030213758975
decile1,0.01867876379
decile1,0.02757647281
decile1,0.026736594187
decile1,0.032556309132
decile1,0.033523046031
decile1,0.005913367362
decile1,0.006605717524
decile1,0.011309133955
decile1,0.010807667107
decile1,0.004687069952
decile1,0.005843461074
decile1,0.009829667015
decile1,0.008632780299
decile1,0.019258446928
decile1,0.032203094244
decile1,0.031338028324
decile1,0.024887235903
decile1,0.012676277239
decile1,0.017876683659
decile1,0.033103680453
decile1,0.035045731773
decile1,0.025685132122
decile1,0.001913843117
decile1,0.022069429084
decile1,0.051444927001
decile1,0.03290918588
decile1,0.038305458878
decile1,0.033408270653
decile1,0.036534048474
decile1,0.033935275852
decile1,0.041224877391
decile1,0.022820671017
decile1,0.021318498156
decile1,0.033948231496
decile1,0.018916438529
decile1,0.029232715987
decile1,0.0266395163
decile1,0.034261348235
decile1,0.035789647323
decile1,0.038828636856
decile1,0.036693134672
decile1,0.035204838156
decile1,0.040897488418
decile1,0.013435006749
decile1,0.01331765549
decile1,0.010920830266
decile1,0.036826651058
decile1,0.011338515109
decile1,0.011295623425
decile1,0.014167895485
decile1,0.035050758359
decile1,0.035275937557
decile1,0.030756693538
decile1,
decile1,0.034917705298
decile1,0.03573116845
decile1,0.037865399686
decile1,0.027224079238
decile1,0.033861315083
decile1,0.033779173862
decile1,0.023238411792
decile1,0.031199597745
decile1,0.031922976673
decile1,0.023851763395
decile1,0.031594348387
decile1,0.030228973973
decile1,0.020548747269
decile1,0.028409089895
decile1,0.030242867536
decile1,0.019879820707
decile1,0.031123645966
decile1,0.028205269485
decile1,0.038105622058
decile1,0.032797110431
decile1,0.021980116038
decile1,0.017499034374
decile1,0.022675310227
decile1,0.036734925599
decile1,0.041329908679
decile1,0.051511428278
decile1,0.037687542465
decile1,0.040277716291
decile1,0.055116423219
decile1,0.032983300536
decile1,0.034966056404
decile1,0.048982970958
decile1,0.034938053527
decile1,0.038735588891
decile1,0.041146403093
decile1,0.039712497803
decile1,0.021753020658
decile1,0.030156337399
decile1,0.028720881257
decile1,0.026796965467
decile1,0.032909247142
decile1,0.027012331772
decile1,0.028251078836
